Datsetid	Players_total	Players_active	No.ofalignments	Empty_alignments	Maxscoreperread	Readnumber
4646	17	11	17	11	70.0	20
4647	11	9	11	9	57.18181818181818	11
4648	14	13	14	13	27.2	20
4649	16	16	16	16	78.0	3
4650	13	12	13	12	30.2	20
4651	17	14	17	14	55.25	4
4652	13	7	13	7	59.4	20
4653	27	19	27	24	70.8	5
4654	14	13	14	13	52.90909090909091	11
4655	13	7	13	7	32.15	20
4656	17	15	17	15	70.75	8
4657	8	7	8	7	40.875	16
4658	13	12	13	12	2.85	20
4659	10	9	10	9	31.2	20
4660	20	20	20	20	53.2	20
4661	6	5	6	5	88.44444444444444	9
4662	10	7	10	7	43.7	20
4663	9	6	9	6	82.875	16
4664	17	13	17	13	32.2	20
4665	13	12	13	12	68.0	8
4666	11	7	11	8	42.35	20
4667	18	17	18	17	46.9	20
4668	7	6	7	6	33.0	3
4669	11	9	11	9	42.95	20
4670	12	8	12	8	73.4	5
4671	11	8	11	8	24.6	20
4672	28	12	28	23	54.857142857142854	14
4673	12	7	12	8	58.0	20
4674	16	9	16	9	60.8	20
4675	20	16	20	16	95.35	20
4676	9	8	9	8	95.9	20
4677	12	10	12	10	93.5	20
4678	16	10	16	10	30.4	5
4679	11	6	11	6	44.9	20
4680	22	21	22	21	46.05	20
4681	19	16	19	16	94.2	20
4682	10	6	10	6	87.2	20
4683	9	9	9	9	61.4	10
4684	13	8	13	8	67.95	20
4685	16	13	16	13	67.9375	16
4686	14	12	14	12	34.85	20
4687	13	9	13	9	34.5	6
4688	15	11	15	11	41.1	20
4689	14	10	14	11	57.733333333333334	15
4690	18	15	18	15	24.45	20
4691	9	8	9	8	22.0	5
4692	16	5	16	5	44.6	20
4693	11	9	11	9	95.4	20
4694	17	15	17	16	79.66666666666667	18
4695	10	10	10	10	13.5	20
4696	8	7	8	7	62.35	20
4697	11	8	11	8	45.5	16
4698	11	8	11	8	64.65	20
4699	15	12	15	12	94.65	20
4700	13	10	13	10	51.4	20
4701	13	12	13	12	57.4	10
4702	14	8	14	8	40.05	20
4703	8	8	8	8	82.21428571428571	14
4704	13	11	13	11	34.6	20
4705	12	7	12	7	40.05	20
4706	12	11	12	12	38.0	6
4707	16	11	16	11	20.05	20
4708	18	14	18	14	24.0	2
4709	18	16	18	16	6.75	20
4710	75	14	75	74	47.75	20
4711	9	8	9	8	75.55	20
4712	12	9	12	9	80.8	20
4713	20	18	20	18	49.416666666666664	12
4714	16	10	16	10	59.1	20
4715	21	13	21	13	97.0	20
4716	10	8	10	8	93.9	20
4717	13	10	13	10	94.6	20
4718	15	10	15	10	91.35	20
4719	13	9	13	9	83.15	20
4720	17	15	17	15	35.733333333333334	15
4721	13	8	13	8	48.0	20
4722	15	13	15	13	31.0	4
4723	12	6	12	6	17.35	20
4724	17	13	17	13	75.21428571428571	14
4725	18	11	18	11	51.7	20
4726	16	14	16	14	51.1	20
4727	15	14	15	14	67.85714285714286	7
4728	7	6	7	6	47.55	20
4729	23	21	23	21	54.5	14
4730	10	8	10	8	31.9	20
4731	18	13	18	13	75.65	20
4732	13	10	13	10	95.8	20
4733	18	13	18	13	94.2	20
4734	17	14	17	14	65.65	20
4735	21	15	21	15	42.333333333333336	3
4736	16	14	16	14	29.35	20
4737	10	9	10	9	58.69230769230769	13
4738	9	6	9	6	30.2	20
4739	17	15	17	15	49.75	12
4740	9	8	9	8	48.15	20
4741	15	6	15	6	78.6	20
4742	30	23	30	24	64.4	20
4743	13	9	13	9	62.55555555555556	9
4744	14	11	14	11	58.2	20
4745	13	10	13	10	76.0	20
4746	11	9	11	9	57.666666666666664	15
4747	20	18	20	18	3.6923076923076925	13
4748	13	12	13	12	17.5	20
4749	11	10	11	10	60.0	2
4750	6	6	6	6	16.5	20
4751	16	13	16	13	25.85	20
4752	11	10	11	10	55.625	16
4753	10	6	10	6	50.65	20
4754	13	7	13	7	78.9	20
4755	14	11	14	11	97.0	20
4756	9	4	9	4	97.0	20
4757	9	7	9	7	97.0	20
4758	15	13	15	13	96.2	20
4759	12	6	12	6	97.0	20
4760	14	12	14	12	97.0	20
4761	13	12	13	12	91.25	20
4762	14	11	14	11	45.7	20
4763	11	8	11	8	36.6	20
4764	11	7	11	7	37.0	3
4765	13	10	13	10	31.6	20
4766	16	10	16	10	27.0	20
4767	14	10	14	10	56.2	20
4768	15	14	15	14	65.0	20
4769	17	9	17	9	65.0	20
4770	13	11	13	11	55.25	20
4771	14	13	14	13	50.2	10
4772	18	14	18	14	68.9	20
4773	13	10	13	10	96.2	20
4774	14	10	14	10	62.65	20
4775	14	11	14	11	43.0	5
4776	19	14	19	14	40.0	20
4777	15	13	15	13	66.9	20
4778	5	4	5	4	89.0	20
4779	18	17	18	17	88.6	20
4780	15	13	15	13	88.6	20
4781	10	9	10	9	85.55	20
4782	14	10	14	10	51.07142857142857	14
4783	14	7	14	7	44.4	20
4784	20	13	20	13	38.0	20
4785	19	16	19	16	37.6	20
4786	13	10	13	10	35.8	20
4787	15	10	15	10	37.6	20
4788	11	8	11	8	65.95	20
4789	12	10	12	10	81.0	20
4790	21	19	21	19	60.75	20
4791	19	16	19	16	68.85	20
4792	10	9	10	9	51.05	20
4793	24	19	24	19	68.85	20
4794	9	8	9	8	52.65	20
4795	17	14	17	15	48.6	20
4796	20	16	20	16	60.0	20
4797	17	12	17	12	56.7	20
4798	17	13	17	13	81.0	20
4799	15	11	15	11	80.1	20
4800	11	10	11	10	80.5	20
4801	16	13	16	13	81.0	20
4802	18	12	18	12	81.0	20
4803	24	20	24	20	80.6	20
4804	8	7	8	7	80.75	20
4805	9	9	9	9	81.0	20
4806	14	13	14	13	81.4	20
4807	14	12	14	12	81.4	20
4808	13	12	13	12	81.4	20
4809	15	13	15	13	81.0	20
4810	7	6	7	6	75.65	20
4811	13	7	13	7	68.65	20
4812	19	17	19	17	75.7	20
4813	18	13	18	13	77.2	20
4814	9	8	9	8	73.75	20
4815	14	12	14	12	77.25	20
4816	12	11	12	11	75.85	20
4817	11	9	11	9	72.05	20
4818	15	12	15	12	68.25	20
4819	14	10	14	10	49.7	20
4820	13	9	13	9	50.0	20
4821	17	12	17	12	46.6	20
4822	13	10	13	10	46.1	20
4823	9	9	9	9	43.85	20
4824	12	10	12	10	40.45	20
4825	13	9	13	9	48.88235294117647	17
4826	39	19	39	39	80.1	20
4827	19	15	19	15	57.85	20
4828	17	15	17	15	57.85	20
4829	25	21	25	21	71.2	20
4830	12	10	12	10	53.4	10
4831	9	8	9	8	62.85	20
4832	24	19	24	20	64.66666666666667	12
4833	12	8	12	8	50.7	20
4834	14	9	14	9	70.85	20
4835	14	14	14	14	90.75	20
4836	18	14	18	14	96.6	20
4837	13	11	13	11	96.2	20
4838	19	15	19	15	92.15	20
4839	12	12	12	12	97.0	20
4840	23	21	23	21	64.0	20
4841	12	10	12	10	43.46666666666667	15
4842	15	12	15	12	64.35	20
4843	7	6	7	6	63.15	20
4844	13	12	13	12	58.45	20
4845	16	14	16	14	58.4	20
4846	22	15	22	15	61.1	20
4847	11	6	11	6	60.25	20
4848	14	11	14	11	58.3	20
4849	9	8	9	8	56.8	20
4850	13	7	13	7	59.35	20
4851	13	12	13	12	96.65	20
4852	11	9	11	9	79.65	20
4853	14	10	14	10	44.470588235294116	17
4854	14	9	14	9	25.7	20
4855	15	13	15	13	63.05	20
4856	8	8	8	8	48.666666666666664	3
4857	12	9	12	9	34.3	20
4858	15	12	15	12	87.3	20
4859	16	12	16	13	45.8	5
4860	28	21	28	21	3.85	20
4861	16	14	16	14	85.0	11
4862	16	12	16	12	19.65	20
4863	15	12	15	12	51.916666666666664	12
4864	11	9	11	9	32.9	20
4865	10	6	10	6	47.35	20
4866	18	16	18	16	66.35	20
4867	16	13	16	13	90.25	20
4868	20	15	20	15	95.4	20
4869	26	18	26	18	96.6	20
4870	15	13	15	13	95.8	20
4871	12	9	12	9	96.6	20
4872	14	12	14	12	92.85	20
4873	10	7	10	7	72.0	20
4874	10	8	10	8	46.45	20
4875	12	9	12	9	44.0	4
4876	15	11	15	11	38.0	20
4877	18	12	18	12	42.8	20
4878	11	11	11	11	44.95	20
4879	23	18	23	18	45.0	20
4880	10	8	10	8	46.75	20
4881	11	9	11	9	50.5	20
4882	16	12	16	12	66.8	20
4883	21	20	21	20	81.25	20
4884	15	12	15	12	86.0	20
4885	19	17	19	18	85.0	20
4886	12	9	12	9	87.05	20
4887	20	14	20	14	88.6	20
4888	17	12	17	12	89.0	20
4889	7	5	7	5	86.65	20
4890	21	18	21	18	87.8	20
4891	15	11	15	11	89.0	20
4892	12	12	12	12	88.6	20
4893	13	13	13	13	89.0	20
4894	16	12	16	12	89.0	20
4895	16	13	16	13	89.0	20
4896	15	10	15	10	89.0	20
4897	11	7	11	7	89.0	20
4898	6	5	6	5	88.6	20
4899	14	13	14	13	88.2	20
4900	9	7	9	7	88.6	20
4901	19	15	19	15	88.2	20
4902	14	13	14	13	78.5	20
4903	13	10	13	10	69.25	20
4904	14	12	14	12	63.5	20
4905	13	10	13	10	58.6	20
4906	13	11	13	11	57.75	20
4907	12	7	12	7	59.0	20
4908	14	8	14	8	58.15	20
4909	22	15	22	15	58.5	20
4910	14	12	14	12	51.3	20
4911	11	10	11	10	42.0	20
4912	12	9	12	9	32.9	20
4913	13	8	13	8	40.0	9
4914	13	10	13	10	8.05	20
4915	13	13	13	13	82.45	20
4916	12	10	12	10	86.9	20
4917	12	10	12	10	58.2	20
4918	14	11	14	11	43.65	20
4919	14	11	14	11	43.65	20
4920	17	16	17	16	43.65	20
4921	14	13	14	13	38.8	20
4922	18	16	18	16	63.05	20
4923	11	8	11	8	49.75	20
4924	18	17	18	17	48.5	20
4925	15	13	15	13	53.35	20
4926	10	9	10	9	58.2	20
4927	16	15	16	15	43.65	20
4928	15	15	15	15	33.95	20
4929	6	5	6	5	43.65	20
4930	16	15	16	15	53.35	20
4931	20	18	20	18	48.5	20
4932	24	21	24	21	53.35	20
4933	14	13	14	13	38.8	20
4934	15	14	15	14	58.2	20
4935	16	13	16	14	53.35	20
4936	17	12	17	12	53.35	20
4937	13	12	13	12	63.05	20
4938	17	17	17	17	29.1	20
4939	15	14	15	14	53.35	20
4940	13	8	13	8	48.1	20
4941	16	15	16	15	53.35	20
4942	13	11	13	11	48.5	20
4943	14	13	14	13	33.95	20
4944	13	12	13	12	29.1	20
4945	12	11	12	11	67.5	20
4946	22	20	22	20	58.2	20
4947	13	12	13	12	38.4	20
4948	30	15	30	30	63.05	20
4949	11	9	11	9	82.45	20
4950	11	9	11	9	53.6	20
4951	17	15	17	15	48.5	20
4952	16	14	16	14	57.8	20
4953	7	7	7	7	33.95	20
4954	12	11	12	11	38.8	20
4955	11	9	11	9	53.35	20
4956	18	13	18	13	63.05	20
4957	15	12	15	12	43.65	20
4958	431	341	431	343	48.1	20
4959	26	9	26	23	39.85	20
4960	11	8	11	8	58.2	20
4961	15	13	15	13	33.95	20
4962	19	18	19	18	48.5	20
4963	16	16	16	16	38.8	20
4964	54	16	54	53	29.1	20
4965	18	17	18	17	33.95	20
4966	18	17	18	17	58.2	20
4967	14	12	14	12	48.5	20
4968	19	15	19	15	62.65	20
4969	16	15	16	15	47.7	20
4970	16	13	16	13	48.5	20
4971	11	10	11	10	57.9	20
4972	13	9	13	9	68.9	20
4973	11	9	11	10	69.85	20
4974	17	11	17	11	58.5	20
4975	13	11	13	11	50.75	20
4976	13	10	13	10	47.0	20
4977	15	10	15	10	47.4	20
4978	23	15	23	15	46.55	20
4979	19	13	19	13	42.35	20
4980	11	7	11	7	40.5	20
4981	10	7	10	7	37.3	20
4982	16	12	16	12	38.1	20
4983	13	8	13	8	35.7	20
4984	19	14	19	14	36.0	20
4985	17	13	17	13	35.6	20
4986	16	14	16	14	35.0	20
4987	20	15	20	15	35.0	20
4988	6	4	6	4	35.0	20
4989	15	12	15	12	34.95	20
4990	13	9	13	10	34.05	20
4991	9	8	9	8	34.9	20
4992	10	9	10	9	34.55	20
4993	12	9	12	9	35.0	20
4994	33	19	33	25	35.0	20
4995	12	7	12	7	35.05	20
4996	13	11	13	11	38.0	20
4997	16	11	16	11	35.0	20
4998	13	9	13	9	32.083333333333336	12
4999	17	11	17	11	41.65	20
5000	17	14	17	14	76.5	20
5001	15	9	15	11	96.25	20
5002	12	10	12	10	96.6	20
5003	15	13	15	13	96.6	20
5004	23	18	23	19	97.0	20
5005	20	17	20	17	97.0	20
5006	22	19	22	19	84.15	20
5007	12	7	12	7	68.0	20
5008	15	12	15	13	49.0	7
5009	18	14	18	14	54.0	20
5010	18	16	18	16	53.8	20
5011	9	8	9	8	54.0	20
5012	13	11	13	11	74.75	20
5013	14	10	14	10	87.5	20
5014	20	17	20	17	89.0	20
5015	15	9	15	9	88.6	20
5016	13	10	13	10	88.6	20
5017	21	16	21	16	88.6	20
5018	7	7	7	7	88.2	20
5019	18	16	18	16	89.0	20
5020	22	18	22	18	89.0	20
5021	9	8	9	8	89.0	20
5022	13	10	13	10	86.0	20
5023	16	15	16	15	69.35	20
5024	19	12	19	12	47.25	20
5025	18	15	18	15	48.44444444444444	18
5026	11	6	11	6	46.0	20
5027	10	9	10	9	33.4	20
5028	19	18	19	18	15.8	20
5029	14	14	14	14	16.2	20
5030	13	13	13	13	16.2	20
5031	237	184	237	186	16.2	20
5032	20	19	20	19	8.1	20
5033	16	15	16	15	16.2	20
5034	16	14	16	14	8.1	20
5035	18	17	18	17	20.25	20
5036	19	17	19	17	12.15	20
5037	17	15	17	15	52.65	20
5038	16	14	16	14	33.3	20
5039	11	8	11	8	61.9	20
5040	16	12	16	12	96.6	20
5041	8	6	8	6	94.15	20
5042	14	10	14	10	93.75	20
5043	8	7	8	7	96.2	20
5044	16	12	16	12	95.9	20
5045	27	24	27	24	97.0	20
5046	14	13	14	13	91.85	20
5047	20	16	20	16	50.3	20
5048	21	14	21	14	40.5	4
5049	16	7	16	7	44.9	20
5050	13	10	13	10	70.7	20
5051	12	9	12	9	81.7	20
5052	21	18	21	18	88.25	20
5053	18	14	18	14	88.25	20
5054	15	14	15	14	89.0	20
5055	13	11	13	11	87.7	20
5056	17	14	17	14	88.5	20
5057	14	12	14	12	88.2	20
5058	16	13	16	13	89.0	20
5059	18	17	18	17	89.0	20
5060	11	8	11	8	70.6	20
5061	14	10	14	10	46.0	20
5062	12	7	12	7	43.0	3
5063	14	9	14	10	40.8	20
5064	13	10	13	10	73.9	20
5065	17	13	17	13	83.0	20
5066	8	6	8	6	93.35	20
5067	10	10	10	10	91.35	20
5068	11	9	11	9	95.85	20
5069	16	11	16	11	95.85	20
5070	6	5	6	5	92.95	20
5071	11	8	11	8	97.0	20
5072	8	5	8	5	92.15	20
5073	9	7	9	7	96.2	20
5074	9	8	9	8	97.0	20
5075	11	10	11	11	97.0	20
5076	10	9	10	9	89.45	20
5077	16	14	16	14	66.5	20
5078	13	10	13	10	44.75	20
5079	16	11	16	11	44.0	6
5080	17	13	17	13	43.55	20
5081	14	11	14	11	61.15384615384615	13
5082	23	14	23	14	44.25	20
5083	10	7	10	7	78.05	20
5084	10	9	10	9	80.1	20
5085	12	8	12	8	88.65	20
5086	14	14	14	14	86.75	20
5087	13	10	13	10	54.15	20
5088	20	9	20	10	50.6	20
5089	10	6	10	6	71.65	20
5090	9	6	9	6	92.0	20
5091	11	8	11	8	89.9	20
5092	20	14	20	14	95.75	20
5093	12	9	12	9	97.0	20
5094	15	14	15	14	97.0	20
5095	12	10	12	10	96.6	20
5096	9	7	9	7	84.25	20
5097	17	13	17	13	41.785714285714285	14
5098	12	9	12	9	69.05	20
5099	9	7	9	7	88.2	20
5100	17	14	17	14	88.6	20
5101	15	12	15	12	89.0	20
5102	13	12	13	12	89.0	20
5103	9	7	9	7	88.6	20
5104	14	12	14	12	60.6	20
5105	14	13	14	13	38.18181818181818	11
5106	10	8	10	8	61.4	20
5107	9	8	9	8	88.75	20
5108	17	13	17	13	96.65	20
5109	13	11	13	11	97.0	20
5110	17	13	17	13	97.0	20
5111	11	10	11	10	54.8	20
5112	13	10	13	11	40.0	6
5113	16	12	16	12	56.5	20
5114	11	9	11	9	96.5	20
5115	16	12	16	12	96.6	20
5116	17	13	17	13	96.6	20
5117	14	13	14	13	96.2	20
5118	10	9	10	9	97.0	20
5119	13	11	13	11	96.2	20
5120	23	17	23	17	88.5	20
5121	13	11	13	11	37.8	10
5122	18	12	18	12	65.55	20
5123	11	10	11	10	72.35	20
5124	16	11	16	11	50.4	5
5125	18	12	18	12	60.65	20
5126	15	12	15	12	86.05	20
5127	14	13	14	13	96.6	20
5128	11	10	11	10	91.35	20
5129	17	15	17	15	95.95	20
5130	12	11	12	11	70.75	20
5131	15	13	15	13	47.35	20
5132	16	8	16	9	43.63636363636363	11
5133	13	8	13	8	34.05	20
5134	17	13	17	13	83.9	20
5135	17	12	17	12	97.0	20
5136	23	15	23	15	96.6	20
5137	11	9	11	9	91.75	20
5138	11	10	11	10	78.75	20
5139	15	9	15	9	50.5	6
5140	15	14	15	14	43.15	20
5141	8	6	8	6	91.75	20
5142	13	12	13	12	69.9	20
5143	9	6	9	7	67.0	3
5144	17	13	17	13	32.9	20
5145	15	12	15	12	58.53846153846154	13
5146	14	11	14	11	81.4	20
5147	16	13	16	13	81.4	20
5148	22	19	22	19	81.0	20
5149	12	12	12	12	81.0	20
5150	23	20	23	20	12.15	20
5151	15	14	15	14	56.7	20
5152	8	7	8	7	60.75	20
5153	19	14	19	14	64.8	20
5154	15	12	15	12	68.85	20
5155	8	8	8	8	68.85	20
5156	18	16	18	16	48.6	20
5157	9	9	9	9	40.5	20
5158	5	5	5	5	64.8	20
5159	22	20	22	20	68.85	20
5160	12	10	12	10	68.85	20
5161	13	11	13	11	56.7	20
5162	14	12	14	12	76.95	20
5163	17	15	17	15	80.15	20
5164	17	16	17	16	51.15	20
5165	20	19	20	19	45.0	20
5166	14	12	14	12	38.85	20
5167	16	10	16	10	38.25	20
5168	16	13	16	13	48.55	20
5169	16	14	16	14	33.05	20
5170	19	14	19	14	48.8	20
5171	16	10	16	11	49.6	20
5172	15	10	15	10	44.666666666666664	3
5173	14	13	14	13	30.7	20
5174	9	6	9	6	95.4	20
5175	17	13	17	13	97.0	20
5176	16	13	16	13	96.6	20
5177	17	16	17	16	96.65	20
5178	20	18	20	18	97.0	20
5179	10	9	10	9	97.0	20
5180	23	18	23	22	96.65	20
5181	9	9	9	9	96.6	20
5182	16	12	16	12	84.95	20
5183	15	12	15	12	64.55	20
5184	14	10	14	10	60.4	20
5185	14	13	14	13	38.25	20
5186	14	8	14	8	24.05	20
5187	21	18	21	18	23.9	20
5188	14	10	14	10	23.0	10
5189	14	12	14	12	58.25	20
5190	15	15	15	15	79.7	20
5191	9	9	9	9	75.65	20
5192	13	12	13	12	57.85	20
5193	13	13	13	13	84.55	20
5194	13	9	13	9	79.7	20
5195	14	14	14	14	79.45	20
5196	13	11	13	11	80.1	20
5197	15	14	15	14	84.55	20
5198	13	8	13	8	89.0	20
5199	14	10	14	10	89.0	20
5200	16	14	16	14	89.0	20
5201	19	19	19	19	88.6	20
5202	20	17	20	17	88.0	20
5203	17	15	17	15	61.875	16
5204	7	7	7	7	56.7	20
5205	8	6	8	6	72.5	20
5206	15	12	15	12	60.75	20
5207	19	16	19	16	76.55	20
5208	20	16	20	16	54.55	20
5209	10	9	10	9	40.0	20
5210	18	15	18	15	39.6	20
5211	23	21	23	21	40.0	20
5212	15	13	15	13	40.0	20
5213	20	15	20	16	41.0	6
5214	17	12	17	12	25.05	20
5215	16	13	16	13	95.0	20
5216	14	11	14	11	61.92857142857143	14
5217	12	9	12	9	75.1	20
5218	12	11	12	11	92.6842105263158	19
5219	19	16	19	16	39.4	20
5220	16	13	16	14	76.2	20
5221	17	12	17	13	48.27272727272727	11
5222	23	15	23	15	54.9	20
5223	17	15	17	15	79.6	20
5224	21	18	21	18	85.35	20
5225	15	12	15	12	86.7	20
5226	14	11	14	11	89.7	20
5227	16	13	16	13	89.2	20
5228	19	17	19	17	90.0	20
5229	12	9	12	9	90.0	20
5230	19	15	19	15	90.0	20
5231	12	12	12	12	89.4	20
5232	10	10	10	10	89.7	20
5233	21	17	21	17	75.4	20
5234	13	11	13	11	44.75	20
5235	17	13	17	13	42.6	20
5236	12	11	12	11	36.2	15
5237	19	15	19	16	55.45	20
5238	8	6	8	6	55.6	20
5239	17	14	17	14	72.05	20
5240	21	16	21	16	96.5	20
5241	19	18	19	18	97.0	20
5242	14	11	14	11	94.1	20
5243	12	8	12	8	96.6	20
5244	14	11	14	11	96.6	20
5245	11	8	11	8	96.6	20
5246	16	13	16	13	96.25	20
5247	11	11	11	11	97.0	20
5248	20	15	20	15	97.0	20
5249	8	7	8	7	97.0	20
5250	18	16	18	16	82.9	20
5251	15	13	15	13	63.2	20
5252	16	11	16	13	45.9	20
5253	17	16	17	16	48.6875	16
5254	20	18	20	18	46.25	20
5255	21	13	21	13	77.05	20
5256	16	16	16	16	95.55	20
5257	13	8	13	8	96.65	20
5258	14	13	14	13	92.15	20
5259	8	5	8	5	78.63636363636364	11
5260	10	7	10	7	44.8	20
5261	12	10	12	10	93.35	20
5262	14	12	14	12	96.6	20
5263	18	16	18	16	91.4	20
5264	13	11	13	11	96.2	20
5265	17	14	17	15	92.4	20
5266	11	9	11	9	30.6	20
5267	15	10	15	10	32.0	6
5268	8	5	8	5	46.7	20
5269	15	12	15	12	49.6	20
5270	10	8	10	8	46.65	20
5271	17	10	17	10	50.0	20
5272	16	13	16	13	49.95	20
5273	18	10	18	10	52.75	20
5274	16	11	16	11	64.45	20
5275	16	11	16	11	87.65	20
5276	14	10	14	10	96.6	20
5277	21	19	21	19	97.0	20
5278	17	13	17	13	96.2	20
5279	16	12	16	12	95.35	20
5280	15	10	15	10	93.45	20
5281	23	18	23	18	97.0	20
5282	15	10	15	10	97.0	20
5283	12	8	12	8	92.15	20
5284	17	14	17	14	96.3	20
5285	21	18	21	18	97.0	20
5286	15	14	15	14	97.0	20
5287	13	9	13	9	97.0	20
5288	17	14	17	14	96.6	20
5289	12	9	12	9	92.4	20
5290	17	11	17	11	78.35	20
5291	9	4	9	4	53.6	20
5292	16	14	16	14	41.75	20
5293	16	15	16	15	38.0	6
5294	19	11	19	11	45.0	20
5295	14	10	14	10	50.5	20
5296	18	14	18	14	90.0	20
5297	13	10	13	10	97.0	20
5298	21	15	21	15	96.6	20
5299	16	16	16	16	96.2	20
5300	18	16	18	16	97.0	20
5301	19	15	19	15	48.27272727272727	11
5302	14	12	14	12	67.65	20
5303	18	15	18	15	57.85	20
5304	14	11	14	11	58.3	20
5305	12	10	12	10	43.0	1
5306	14	10	14	10	10.6	15
5307	13	10	13	10	46.55	20
5308	12	8	12	8	84.3	20
5309	10	8	10	8	89.95	20
5310	14	9	14	9	89.15	20
5311	12	9	12	9	65.6	20
5312	10	8	10	8	40.0	3
5313	10	8	10	8	34.5	20
5314	22	12	22	12	46.05	20
5315	10	9	10	9	67.7	20
5316	18	17	18	17	88.6	20
5317	18	14	18	14	88.6	20
5318	17	15	17	15	89.0	20
5319	13	13	13	13	89.8	20
5320	15	13	15	14	88.6	20
5321	12	8	12	8	88.6	20
5322	8	6	8	6	55.8	20
5323	12	10	12	10	47.05	20
5324	19	14	19	14	52.05	20
5325	24	18	24	19	52.0	3
5326	15	11	15	11	58.3	20
5327	24	18	24	18	87.4	20
5328	22	17	22	17	87.05	20
5329	18	12	18	12	83.5	20
5330	11	9	11	9	87.45	20
5331	17	15	17	15	88.6	20
5332	27	21	27	21	88.6	20
5333	10	10	10	10	89.0	20
5334	13	11	13	11	63.8	20
5335	10	8	10	8	38.55	20
5336	13	10	13	10	48.0	3
5337	10	9	10	9	28.75	20
5338	16	13	16	13	80.6	20
5339	13	10	13	10	81.07142857142857	14
5340	15	9	15	9	53.4	20
5341	12	10	12	10	76.25	20
5342	13	10	13	10	97.0	20
5343	12	9	12	9	97.0	20
5344	22	15	22	15	79.0	20
5345	14	9	14	9	49.142857142857146	7
5346	12	9	12	9	78.65	20
5347	8	7	8	7	87.8	20
5348	14	11	14	11	89.0	20
5349	17	17	17	17	75.8	20
5350	13	11	13	11	49.0	4
5351	12	7	12	7	75.7	20
5352	16	15	16	15	88.2	20
5353	17	15	17	15	89.0	20
5354	12	10	12	10	63.95	20
5355	8	8	8	8	43.0	2
5356	18	16	18	16	30.3	20
5357	23	18	23	19	26.7	20
5358	10	9	10	9	48.0	2
5359	18	16	18	16	50.45	20
5360	14	10	14	10	52.95	20
5361	16	11	16	11	36.5	2
5362	24	18	24	18	34.05	20
5363	14	11	14	11	47.5	20
5364	18	13	18	13	55.1	20
5365	19	15	19	15	65.75	20
5366	14	11	14	11	66.9	20
5367	14	10	14	10	72.0	20
5368	14	8	14	8	68.7	20
5369	20	17	20	17	77.0	20
5370	16	12	16	12	74.5	20
5371	13	9	13	9	92.25	20
5372	13	11	13	11	92.85	20
5373	17	13	17	13	97.0	20
5374	11	9	11	9	96.6	20
5375	15	12	15	12	95.8	20
5376	19	14	19	19	96.25	20
5377	16	11	16	12	96.6	20
5378	13	11	13	11	96.6	20
5379	17	16	17	16	96.2	20
5380	15	14	15	14	96.6	20
5381	19	17	19	17	96.2	20
5382	23	17	23	17	97.0	20
5383	12	11	12	11	97.0	20
5384	25	19	25	19	96.6	20
5385	10	10	10	10	92.15	20
5386	32	28	32	28	92.15	20
5387	15	13	15	13	97.0	20
5388	15	10	15	10	97.0	20
5389	13	13	13	13	97.0	20
5390	10	7	10	7	97.0	20
5391	15	14	15	14	96.6	20
5392	14	12	14	12	96.6	20
5393	14	12	14	12	95.35	20
5394	13	12	13	12	72.5	20
5395	8	5	8	5	62.0	20
5396	12	10	12	10	61.6	20
5397	14	12	14	12	60.75	20
5398	12	8	12	8	54.75	20
5399	15	13	15	13	49.5	20
5400	14	12	14	12	49.6	20
5401	9	7	9	7	47.8	20
5402	15	12	15	12	51.4	20
5403	18	17	18	17	51.1	20
5404	21	14	21	17	49.25	20
5405	18	12	18	12	49.1	20
5406	15	9	15	9	41.0	3
5407	15	12	15	12	57.0	20
5408	16	13	16	13	56.7	20
5409	15	10	15	10	56.6	20
5410	20	14	20	14	57.0	20
5411	17	8	17	8	46.0	20
5412	15	11	15	11	51.0	20
5413	12	9	12	9	44.7	20
5414	15	13	15	13	57.0	20
5415	9	8	9	8	46.1	20
5416	9	8	9	8	57.0	20
5417	18	14	18	14	56.65	20
5418	11	10	11	10	46.0	20
5419	14	6	14	6	46.0	20
5420	20	14	20	14	56.75	20
5421	16	13	16	13	53.5	20
5422	16	13	16	13	65.25	20
5423	17	13	17	13	75.75	20
5424	8	6	8	6	85.95	20
5425	13	10	13	10	87.75	20
5426	11	9	11	9	93.6	20
5427	19	17	19	17	95.0	20
5428	10	10	10	10	97.0	20
5429	9	6	9	6	75.95	20
5430	17	11	17	11	94.2	20
5431	19	17	19	17	94.2	20
5432	10	10	10	10	95.45	20
5433	16	15	16	15	95.8	20
5434	14	11	14	11	94.65	20
5435	13	12	13	12	97.0	20
5436	18	10	18	10	91.3	20
5437	22	15	22	15	83.8	20
5438	15	11	15	11	76.85	20
5439	9	8	9	8	97.0	20
5440	17	15	17	15	87.75	20
5441	16	13	16	13	97.0	20
5442	15	12	15	12	91.75	20
5443	8	7	8	7	96.2	20
5444	15	11	15	11	95.8	20
5445	15	10	15	10	91.75	20
5446	16	13	16	13	95.8	20
5447	15	15	15	15	96.2	20
5448	13	12	13	12	97.0	20
5449	16	14	16	14	92.15	20
5450	18	16	18	16	97.0	20
5451	17	14	17	14	97.0	20
5452	17	15	17	15	96.2	20
5453	15	12	15	12	96.2	20
5454	16	13	16	13	97.0	20
5455	10	10	10	10	97.0	20
5456	22	18	22	18	97.0	20
