Datsetid	Players_total	Players_active	No.ofalignments	Empty_alignments	Maxscoreperread	Readnumber
2706	16	14	16	14	99.2	20
2707	17	17	17	17	64.25	20
2708	11	8	11	8	44.666666666666664	6
2709	17	10	17	11	42.95	20
2710	27	18	27	18	61.7	20
2711	11	9	11	9	89.35	20
2712	11	6	11	8	95.45	20
2713	16	14	16	14	96.2	20
2714	17	15	17	15	94.65	20
2715	11	10	11	10	84.6	20
2716	16	11	16	11	45.7	20
2717	16	11	16	11	38.0	1
2718	15	12	15	12	57.8	20
2719	17	16	17	16	69.41666666666667	12
2720	10	7	10	7	53.45	20
2721	11	9	11	9	78.15	20
2722	12	9	12	9	91.5	20
2723	17	13	17	13	90.7	20
2724	8	8	8	8	90.05	20
2725	14	12	14	12	92.05	20
2726	11	8	11	9	91.6	20
2727	18	15	18	15	86.35	20
2728	13	9	13	9	55.65	20
2729	15	12	15	13	58.0	1
2730	16	7	16	7	38.7	20
2731	18	13	18	13	86.65	20
2732	12	12	12	12	78.85	20
2733	9	9	9	9	50.45	20
2734	11	7	11	7	43.0	4
2735	14	8	14	8	2.0	20
2736	23	20	23	20	57.55	20
2737	13	10	13	10	46.8	20
2738	9	8	9	8	44.333333333333336	3
2739	22	16	22	16	56.9	20
2740	22	20	22	21	80.2	20
2741	14	12	14	12	45.85	20
2742	12	8	12	9	32.0	1
2743	8	6	8	6	38.4	20
2744	7	7	7	7	63.2	20
2745	14	11	14	12	96.5	20
2746	16	13	16	13	98.9	20
2747	23	19	23	21	97.2	20
2748	11	10	11	10	98.95	20
2749	9	8	9	8	94.15	20
2750	6	5	6	5	98.65	20
2751	24	21	24	21	97.4	20
2752	19	16	19	16	97.7	20
2753	14	13	14	13	99.2	20
2754	17	14	17	14	94.8	20
2755	14	13	14	13	77.9	20
2756	12	9	12	10	65.25	20
2757	12	9	12	9	36.5	14
2758	14	10	14	10	62.65	20
2759	7	6	7	6	63.54545454545455	11
2760	22	16	22	16	95.85	20
2761	19	12	19	12	97.0	20
2762	18	16	18	16	93.4	20
2763	13	9	13	9	95.8	20
2764	17	17	17	17	95.9	20
2765	11	9	11	9	96.2	20
2766	24	15	24	15	90.2	20
2767	19	15	19	15	96.6	20
2768	11	9	11	9	96.25	20
2769	16	14	16	14	95.85	20
2770	12	10	12	10	89.45	20
2771	13	12	13	12	97.0	20
2772	12	10	12	10	96.6	20
2773	17	13	17	13	95.8	20
2774	14	14	14	14	97.0	20
2775	17	15	17	15	95.4	20
2776	15	13	15	13	94.9	20
2777	16	14	16	14	91.8	20
2778	14	10	14	10	77.9	20
2779	12	9	12	9	60.95	20
2780	16	12	16	12	53.0	20
2781	12	10	12	10	47.6	20
2782	13	5	13	5	31.2	20
2783	13	7	13	7	31.6	20
2784	20	11	20	11	30.7	20
2785	12	9	12	9	33.0	11
2786	12	9	12	9	37.85	20
2787	15	12	15	12	43.0	20
2788	18	14	18	14	43.45	20
2789	15	10	15	10	44.7	20
2790	12	9	12	9	53.15	20
2791	16	15	16	15	69.9	20
2792	9	7	9	7	73.8	20
2793	16	9	16	12	85.45	20
2794	17	14	17	14	84.1	20
2795	14	7	14	7	87.4	20
2796	10	8	10	8	87.0	20
2797	11	10	11	10	85.6	20
2798	15	11	15	11	88.75	20
2799	13	11	13	11	87.05	20
2800	19	14	19	14	89.0	20
2801	12	11	12	11	88.6	20
2802	8	7	8	7	89.0	20
2803	16	12	16	12	89.0	20
2804	17	12	17	12	89.0	20
2805	8	7	8	7	87.85	20
2806	12	8	12	8	88.65	20
2807	7	5	7	5	88.6	20
2808	13	13	13	13	88.25	20
2809	19	16	19	16	88.6	20
2810	25	21	25	21	87.8	20
2811	6	6	6	6	88.2	20
2812	18	14	18	14	89.0	20
2813	15	14	15	14	89.0	20
2814	15	13	15	13	87.1	20
2815	210	162	210	162	83.05	20
2816	12	8	12	8	50.0	20
2817	9	8	9	8	48.8	20
2818	18	10	18	10	46.55	20
2819	11	8	11	8	34.45	20
2820	17	12	17	13	34.6	20
2821	16	15	16	15	32.15	20
2822	13	11	13	12	31.85	20
2823	10	8	10	8	26.0	20
2824	17	13	17	13	29.714285714285715	14
2825	14	12	14	12	32.0	20
2826	16	13	16	13	31.2	20
2827	10	8	10	8	38.5	20
2828	14	14	14	14	58.0	20
2829	18	12	18	12	55.8	20
2830	15	13	15	13	56.05	20
2831	16	13	16	13	58.0	20
2832	10	7	10	7	57.25	20
2833	19	14	19	14	56.05	20
2834	18	13	18	13	57.65	20
2835	17	10	17	10	39.15	20
2836	19	15	19	15	28.0	20
2837	15	8	15	8	35.15	20
2838	19	15	19	15	37.0	4
2839	16	15	16	15	69.2	20
2840	12	10	12	10	89.0	20
2841	16	15	16	15	87.8	20
2842	13	13	13	13	48.65	20
2843	12	10	12	10	31.4	5
2844	19	12	19	12	86.7	20
2845	4	4	4	4	87.9	20
2846	16	13	16	13	88.2	20
2847	12	11	12	11	45.7	20
2848	11	9	11	9	37.1	20
2849	16	14	16	14	53.35	20
