ID	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent
8445	1606	4	20	20	100	10.0
8446	1515	12	20	20	0	0
8447	1620	8	20	20	0	0
8448	1565	2	20	20	100	5.0
8449	1564	1	20	20	100	10.0
8450	1604	6	20	20	0	0
8451	1620	13	20	20	0	0
8452	1620	8	20	20	0	0
8453	559	10	7	7	0	0
8454	1573	6	20	20	0	0
8455	1330	10	20	20	0	0
8456	882	1	20	20	100	80.0
8457	1000	1	20	20	100	100.0
8458	785	7	20	20	0	0
8459	1025	3	20	20	100	100.0
8460	1035	2	20	20	100	100.0
8461	1022	6	20	20	100	100.0
8462	975	2	19	19	100	100.0
8463	574	1	20	20	100	5.0
8464	1871	10	20	20	100	20.0
8465	279	1	7	7	100	71.0
8466	678	1	20	20	100	15.0
8467	967	9	12	12	100	91.0
8468	835	1	20	20	100	25.0
8469	1202	10	20	20	0	0
8470	1087	9	20	20	100	5.0
8471	318	5	6	6	100	100.0
8472	764	2	20	20	100	100.0
8473	800	4	20	20	100	52.5
8474	1004	4	20	20	100	45.0
8475	1057	6	20	20	100	95.0
8476	1383	8	20	20	100	20.0
8477	1930	7	20	20	57	5.0
8478	1940	10	20	20	0	0
8479	1940	8	20	20	0	0
8480	1843	8	20	20	0	0
8481	1940	9	20	20	0	0
8482	1911	9	20	20	0	0
8483	1490	9	20	20	0	0
8484	834	7	20	20	0	0
8485	587	1	20	18	100	16.0
8486	591	2	20	20	100	100.0
8487	680	1	20	18	100	100.0
8488	608	3	20	20	100	100.0
8489	306	3	9	9	100	100.0
8490	788	2	20	20	100	60.0
8491	1225	11	20	20	0	0
8492	1469	14	20	20	0	0
8493	1779	4	20	20	100	5.0
8494	1924	10	20	20	0	0
8495	1889	11	20	20	0	0
8496	1908	11	20	20	0	0
8497	1867	10	20	20	0	0
8498	1723	9	20	20	100	5.0
8499	1940	9	20	20	0	0
8500	1940	6	20	20	0	0
8501	1924	16	20	20	0	0
8502	1916	16	20	20	0	0
8503	1912	7	20	20	0	0
8504	1815	15	20	20	0	0
8505	1740	7	20	20	0	0
8506	885	3	17	17	100	21.0
8507	838	9	20	14	0	0
8508	129	7	3	3	100	100.0
8509	740	1	20	20	100	100.0
8510	1243	1	20	20	100	10.0
8511	1548	1	20	20	100	5.0
8512	1604	8	20	20	0	0
8513	1613	4	20	20	100	5.0
8514	1612	8	20	20	0	0
8515	1497	1	20	18	100	5.0
8516	1620	4	20	20	0	0
8517	1539	6	20	20	0	0
8518	1620	9	20	20	0	0
8519	1613	2	20	20	100	5.0
8520	1586	11	20	20	0	0
8521	1154	7	20	20	0	0
8522	1140	8	20	20	0	0
8523	1212	1	20	20	100	100.0
8524	1215	2	20	20	100	100.0
8525	1212	2	20	20	100	100.0
8526	1154	2	20	14	100	100.0
8527	1150	3	20	20	100	100.0
8528	269	3	5	5	100	100.0
8529	1097	3	20	20	100	100.0
8530	1104	2	20	20	100	100.0
8531	1112	6	20	20	100	100.0
8532	1397	3	20	20	100	50.0
8533	1925	7	20	20	100	5.0
8534	1932	9	20	20	0	0
8535	1932	9	20	20	0	0
8536	1932	9	20	20	0	0
8537	1922	10	20	20	0	0
8538	1895	10	20	20	0	0
8539	1664	9	20	20	0	0
8540	1050	2	20	20	100	10.0
8541	532	1	15	13	100	61.0
8542	545	4	20	20	100	15.0
8543	1059	15	14	14	0	0
8544	604	2	20	18	100	22.0
8545	628	8	16	16	100	43.0
8546	819	4	20	20	100	100.0
8547	956	2	20	20	100	100.0
8548	958	5	20	20	100	5.0
8549	932	6	20	20	0	0
8550	1039	3	20	20	100	5.0
8551	1149	12	20	20	0	0
8552	1328	1	20	20	100	15.0
8553	1616	10	20	20	100	5.0
8554	1867	15	20	20	0	0
8555	1925	6	20	20	100	5.0
8556	1940	9	20	20	0	0
8557	1917	13	20	20	100	5.0
8558	1925	2	20	20	100	5.0
8559	1882	10	20	20	0	0
8560	1940	7	20	20	0	0
8561	1933	4	20	20	100	5.0
8562	1932	10	20	20	0	0
8563	1933	6	20	20	100	5.0
8564	1940	13	20	20	0	0
8565	1932	5	20	20	0	0
8566	1925	11	20	20	100	5.0
8567	1940	15	20	20	0	0
8568	1843	11	20	20	0	0
8569	1843	8	20	20	0	0
8570	1918	8	20	20	100	10.0
8571	1843	10	20	20	0	0
8572	1932	15	20	20	0	0
8573	1933	3	20	20	100	5.0
8574	1918	8	20	20	100	10.0
8575	1924	11	20	20	0	0
8576	1932	12	20	20	0	0
8577	1940	9	20	20	0	0
8578	1926	9	20	20	100	10.0
8579	1835	11	20	20	0	0
8580	1491	5	20	18	100	16.0
8581	1049	1	20	20	100	100.0
8582	1102	2	19	19	100	100.0
8583	996	2	20	20	100	35.0
8584	1670	11	20	20	0	0
8585	1764	9	20	20	0	0
8586	1728	10	20	20	0	0
8587	1762	9	20	20	100	5.0
8588	1780	12	20	20	100	5.0
8589	1765	4	20	20	100	5.0
8590	1452	2	20	18	0	0
8591	955	6	20	20	0	0
8592	887	1	20	20	100	25.0
8593	549	2	14	12	100	100.0
8594	640	2	20	20	100	100.0
8595	620	1	20	20	100	100.0
8596	972	2	20	20	100	5.0
8597	1381	8	20	20	0	0
8598	1862	8	20	20	0	0
8599	1940	6	20	20	0	0
8600	1925	4	20	20	100	5.0
8601	1738	18	20	20	0	0
8602	1932	10	20	20	0	0
8603	1940	8	20	20	0	0
8604	1695	9	20	20	0	0
8605	1180	6	20	20	0	0
8606	984	1	20	18	100	11.0
8607	326	1	14	14	100	14.0
8608	784	8	20	20	0	0
8609	1394	5	20	20	100	5.0
8610	2092	13	20	20	100	20.0
8611	2068	12	20	20	100	50.0
8612	2074	7	20	20	100	69.28571428571429
8613	2100	10	20	20	100	45.0
8614	1778	8	20	20	100	55.0
8615	952	7	20	20	100	20.0
8616	315	8	10	10	0	0
8617	781	2	20	20	100	15.0
8618	1000	11	20	20	0	0
8619	1567	9	20	20	0	0
8620	1780	8	20	20	0	0
8621	1749	8	20	20	100	5.0
8622	1725	5	20	20	0	0
8623	1780	2	20	20	0	0
8624	1773	6	20	20	100	5.0
8625	1780	11	20	20	0	0
8626	1780	6	20	20	0	0
8627	1780	13	20	20	0	0
8628	1555	7	20	20	0	0
8629	979	7	20	20	0	0
8630	685	2	20	20	100	75.0
8631	652	1	20	18	100	100.0
8632	379	1	11	11	100	100.0
8633	359	5	20	20	100	5.0
8634	1940	9	20	20	0	0
8635	1932	7	20	20	0	0
8636	1933	2	20	20	100	5.0
8637	1527	5	20	20	0	0
8638	640	1	20	20	100	10.0
8639	660	3	20	20	100	100.0
8640	619	4	20	20	100	100.0
8641	543	1	18	18	100	100.0
8642	1040	3	20	20	100	100.0
8643	1040	2	20	20	100	100.0
8644	1042	3	20	20	100	100.0
8645	1005	1	20	20	100	100.0
8646	960	5	20	20	100	100.0
8647	985	3	20	20	0	0
8648	1723	12	20	20	0	0
8649	1600	2	20	16	100	12.0
8650	1932	12	20	20	0	0
8651	1641	13	20	20	0	0
8652	1940	12	20	20	0	0
8653	1812	14	20	20	0	0
8654	888	3	19	19	100	73.0
8655	840	4	20	20	100	100.0
8656	1119	3	20	20	100	100.0
8657	1581	4	20	20	100	100.0
8658	1570	2	20	20	100	100.0
8659	1605	3	20	20	100	100.0
8660	1620	165	20	20	100	100.0
8661	1565	1	20	20	100	100.0
8662	1573	1	20	20	100	100.0
8663	1458	9	20	20	100	75.0
8664	1155	4	20	18	0	0
8665	810	8	20	18	0	0
8666	844	1	20	18	100	94.0
8667	803	1	20	18	100	94.0
8668	834	1	20	20	100	95.0
8669	840	3	20	20	100	100.0
8670	840	2	20	20	100	100.0
8671	835	3	20	20	100	100.0
8672	114	4	3	3	100	100.0
8673	1159	1	20	20	100	100.0
8674	893	1	20	20	100	85.0
8675	1141	1	20	20	100	100.0
8676	1458	1	20	20	100	100.0
8677	1640	10	20	20	100	100.0
8678	1640	6	20	20	100	100.0
8679	1640	5	20	20	100	100.0
8680	1640	6	20	20	100	100.0
8681	1633	2	20	20	100	100.0
8682	1632	7	20	20	100	100.0
8683	1640	5	20	20	100	100.0
8684	1632	5	20	20	100	100.0
8685	1640	5	20	20	100	100.0
8686	1611	5	20	20	100	75.0
8687	1288	5	20	18	0	0
8688	941	1	20	18	100	55.0
8689	880	3	20	20	100	100.0
8690	800	1	20	20	100	100.0
8691	766	2	20	20	100	100.0
8692	444	1	18	18	100	22.0
8693	1312	7	20	20	100	100.0
8694	1323	2	20	20	100	95.0
8695	1582	5	20	20	0	0
8696	1780	10	20	20	0	0
8697	1780	9	20	20	0	0
8698	1780	15	20	20	0	0
8699	1772	3	20	20	0	0
8700	1781	8	20	20	100	5.0
8701	1772	13	20	20	0	0
8702	1772	16	20	20	0	0
8703	1780	12	20	20	0	0
8704	1773	3	20	20	100	5.0
8705	1765	17	20	18	0	0
8706	1403	2	20	16	0	0
8707	1076	8	20	20	0	0
8708	1030	6	20	20	100	25.0
8709	1000	9	20	20	100	35.0
8710	900	4	20	20	0	0
8711	442	2	12	12	100	41.0
8712	434	1	20	20	100	100.0
8713	535	2	20	20	100	45.0
8714	775	14	20	20	0	0
8715	850	14	20	20	0	0
8716	1000	9	20	20	0	0
8717	1025	14	20	20	100	75.0
8718	1210	6	20	20	100	50.0
8719	1620	5	20	20	0	0
8720	1787	3	20	20	100	5.0
8721	1932	12	20	20	100	5.0
8722	1940	8	20	20	0	0
8723	1940	7	20	20	0	0
8724	1817	15	20	20	33	5.0
8725	1932	7	20	20	0	0
8726	1940	10	20	20	0	0
8727	1932	10	20	20	0	0
8728	1704	3	20	18	0	0
8729	1247	7	20	20	0	0
8730	1032	5	20	20	0	0
8731	764	2	20	20	100	85.0
8732	150	7	5	5	100	80.0
8733	740	2	20	20	100	100.0
8734	728	2	20	20	100	95.0
8735	875	9	20	20	0	0
8736	992	19	20	20	0	0
8737	955	1	20	20	100	5.0
8738	1053	4	20	20	0	0
8739	1000	9	20	20	0	0
8740	1465	11	20	20	0	0
8741	1539	7	20	20	0	0
8742	1612	16	20	20	0	0
8743	1604	7	20	20	0	0
8744	1620	16	20	20	0	0
8745	1596	6	20	20	16	5.0
8746	1620	12	20	20	0	0
8747	1612	12	20	20	0	0
8748	1620	5	20	20	0	0
8749	1612	9	20	20	0	0
8750	1620	13	20	20	0	0
8751	1620	13	20	20	0	0
8752	1620	8	20	20	0	0
8753	1620	9	20	20	0	0
8754	1605	7	20	20	100	5.0
8755	1612	10	20	20	0	0
8756	1495	7	20	20	0	0
8757	849	3	20	20	100	95.0
8758	840	5	20	20	100	100.0
8759	198	2	6	6	0	0
8760	980	1	20	20	100	100.0
8761	1060	1	20	20	100	100.0
8762	1064	3	20	20	100	100.0
8763	1044	1	20	20	100	100.0
8764	904	4	20	20	100	5.0
8765	1057	1	20	20	100	100.0
8766	1040	11	20	20	0	0
8767	1053	2	20	20	100	5.0
8768	1098	9	20	20	0	0
8769	1390	17	20	20	0	0
8770	1644	3	20	20	100	5.0
8771	1772	8	20	20	0	0
8772	1772	9	20	20	0	0
8773	1707	2	20	20	100	5.0
8774	1780	11	20	20	0	0
8775	1780	13	20	20	0	0
8776	1764	10	20	20	0	0
8777	1747	8	20	20	0	0
8778	1772	9	20	20	0	0
8779	1759	1	20	20	100	5.0
8780	1772	11	20	20	0	0
8781	1780	5	20	20	0	0
8782	1757	6	20	20	100	5.0
8783	1764	9	20	20	0	0
8784	1772	12	20	20	100	5.0
8785	1772	4	20	20	0	0
8786	1772	7	20	20	0	0
8787	1780	39	20	20	0	0
8788	1767	8	20	20	100	5.0
8789	1780	9	20	20	0	0
8790	1683	9	20	20	0	0
8791	1676	10	20	20	100	5.0
8792	1780	14	20	20	0	0
8793	1780	10	20	20	0	0
8794	1772	6	20	20	0	0
8795	1780	9	20	20	0	0
8796	1772	6	20	20	0	0
8797	1780	10	20	20	0	0
8798	1773	3	20	20	100	5.0
8799	1748	9	20	20	0	0
8800	1696	290	20	20	0	0
8801	1659	8	20	20	100	5.0
8802	1648	9	20	20	0	0
8803	1664	15	20	20	0	0
8804	1463	4	20	18	0	0
8805	1464	10	20	20	100	5.0
8806	1313	3	20	18	0	0
8807	1280	7	20	20	0	0
8808	1085	6	20	20	0	0
8809	1092	2	20	20	100	100.0
8810	837	1	20	18	100	94.0
8811	808	1	20	16	100	93.0
8812	868	1	20	18	100	100.0
8813	865	3	20	18	100	100.0
8814	740	2	20	20	100	100.0
8815	982	1	20	20	100	45.0
8816	1749	17	20	20	0	0
8817	1940	8	20	20	0	0
8818	1933	11	20	20	100	5.0
8819	1223	18	20	20	0	0
8820	127	2	4	4	100	100.0
8821	1507	3	20	20	100	25.0
8822	1764	11	20	18	0	0
8823	1772	19	20	20	0	0
8824	911	4	16	16	100	34.0
8825	1033	2	20	20	100	100.0
8826	1029	1	20	20	100	100.0
8827	984	1	20	20	100	100.0
8828	1030	2	20	20	100	100.0
8829	1024	1	20	20	100	100.0
8830	1038	1	20	20	100	100.0
8831	1023	1	20	20	100	100.0
8832	1020	1	20	20	100	100.0
8833	1033	2	20	20	100	100.0
8834	1014	1	20	20	100	90.0
8835	1020	1	20	20	100	100.0
8836	1032	2	20	20	100	100.0
8837	1024	1	20	20	100	100.0
8838	1025	4	20	20	100	97.5
8839	980	1	20	20	100	100.0
8840	1033	3	20	20	100	95.0
8841	1038	2	20	20	100	100.0
8842	986	2	20	20	100	50.0
8843	1063	2	20	20	100	97.5
8844	1135	2	20	20	100	20.0
8845	1218	4	20	20	100	10.0
8846	1345	12	20	20	0	0
8847	1715	8	20	20	0	0
8848	1723	4	20	20	100	15.0
8849	1790	2	20	20	100	10.0
8850	1912	12	20	20	0	0
8851	1925	1	20	20	100	5.0
8852	1863	5	20	20	100	5.0
8853	1940	11	20	20	0	0
8854	1788	2	20	20	100	10.0
8855	1910	6	20	20	100	10.0
8856	1924	13	20	20	0	0
8857	1908	8	20	20	100	10.0
8858	1873	5	20	20	0	0
8859	1887	6	20	20	100	5.0
8860	1862	2	20	20	100	5.0
8861	1894	6	20	20	100	10.0
8862	1932	7	20	20	0	0
8863	1924	8	20	20	0	0
8864	1880	3	20	20	100	10.0
8865	1798	1	20	20	100	30.0
8866	1862	2	20	20	100	5.0
8867	1919	13	20	20	100	5.0
8868	1880	1	20	20	100	10.0
8869	1935	5	20	20	100	5.0
8870	1904	8	20	20	100	5.0
8871	1863	5	20	20	100	5.0
8872	1922	10	20	20	100	5.0
8873	1916	11	20	20	0	0
8874	1909	13	20	20	0	0
8875	1925	2	20	20	100	5.0
8876	1927	9	20	20	100	5.0
8877	1927	14	20	20	100	5.0
8878	1916	11	20	20	9	5.0
8879	1932	9	20	20	0	0
8880	1919	4	20	20	100	5.0
8881	1932	15	20	20	0	0
8882	1932	8	20	20	0	0
8883	1915	3	20	20	100	10.0
8884	1932	7	20	20	0	0
8885	1930	10	20	20	100	10.0
8886	1932	13	20	20	0	0
8887	1928	3	20	20	100	15.0
8888	1933	10	20	20	100	5.0
8889	1932	5	20	20	0	0
8890	1932	8	20	20	100	5.0
8891	1893	11	20	20	100	10.0
8892	1885	9	20	20	0	0
8893	1933	5	20	20	100	5.0
8894	1932	7	20	20	0	0
8895	1870	6	20	20	100	5.0
8896	1875	7	20	20	100	5.0
8897	1935	8	20	20	100	5.0
8898	1758	2	20	20	100	5.0
8899	1932	41	20	20	0	0
8900	1917	5	20	20	100	5.0
8901	1924	10	20	20	0	0
8902	1933	4	20	20	100	5.0
8903	1940	15	20	20	0	0
8904	1930	10	20	20	100	10.0
8905	1927	12	20	20	100	5.0
8906	1919	10	20	20	100	5.0
8907	1940	6	20	20	100	5.0
8908	1920	5	20	20	100	10.0
8909	1922	7	20	20	100	10.0
8910	1932	15	20	20	0	0
8911	1932	12	20	20	0	0
8912	1925	10	20	20	100	5.0
8913	1924	13	20	20	0	0
8914	1903	6	20	20	100	5.0
8915	1920	6	20	20	100	5.0
8916	1909	4	20	20	100	15.0
8917	1932	14	20	20	0	0
8918	1895	3	20	20	100	5.0
8919	1920	6	20	20	100	10.0
8920	1933	4	20	20	100	5.0
8921	1916	11	20	20	0	0
8922	1935	15	20	20	100	5.0
8923	1924	7	20	20	0	0
8924	1940	28	20	20	0	0
8925	1916	6	20	20	0	0
8926	1935	7	20	20	100	5.0
8927	1885	2	20	20	100	15.0
8928	1924	15	20	20	0	0
8929	1917	5	20	20	100	5.0
8930	1932	14	20	20	0	0
8931	1890	15	20	20	100	10.0
8932	1940	12	20	20	0	0
8933	1940	7	20	20	0	0
8934	1932	13	20	20	0	0
8935	1927	10	20	20	100	5.0
8936	1940	16	20	20	0	0
8937	1919	14	20	20	100	5.0
8938	1917	8	20	20	100	5.0
8939	1928	7	20	20	100	10.0
8940	1932	10	20	20	0	0
8941	1932	10	20	20	0	0
8942	1940	16	20	20	0	0
8943	1925	6	20	20	100	5.0
8944	1917	6	20	20	100	5.0
8945	1940	8	20	20	0	0
8946	1940	11	20	20	0	0
8947	1883	9	20	20	100	15.0
8948	1924	10	20	20	100	5.0
8949	1935	5	20	20	100	5.0
8950	1940	7	20	20	0	0
8951	1906	7	20	20	100	10.0
8952	1927	6	20	20	100	5.0
8953	1930	8	20	20	100	10.0
8954	1917	12	20	20	100	15.0
8955	1920	3	20	20	100	10.0
8956	1922	12	20	20	100	10.0
8957	1930	8	20	20	100	10.0
8958	1922	7	20	20	100	10.0
8959	1940	4	20	20	0	0
8960	1924	10	20	20	100	5.0
8961	1940	4	20	20	0	0
8962	1940	9	20	20	0	0
8963	1922	6	20	20	100	10.0
8964	1903	11	20	20	100	5.0
8965	1932	7	20	20	0	0
8966	1927	9	20	20	100	5.0
8967	1948	261	20	20	0	0
8968	1916	11	20	20	0	0
8969	1770	2	20	16	0	0
8970	1862	10	20	20	100	5.0
8971	1832	12	20	20	0	0
8972	1824	12	20	20	0	0
8973	1768	2	20	18	0	0
8974	1563	3	20	16	33	6.0
8975	1712	1	20	16	0	0
8976	1800	8	20	20	0	0
8977	1732	10	20	20	0	0
8978	1724	13	20	20	0	0
8979	1716	12	20	20	0	0
8980	1700	9	20	20	0	0
8981	1717	6	20	20	100	5.0
8982	1724	16	20	20	0	0
8983	1716	8	20	20	0	0
8984	1716	11	20	20	0	0
8985	1740	3	20	20	0	0
8986	1732	9	20	20	0	0
8987	1647	9	20	20	0	0
8988	1603	4	20	18	0	0
8989	1555	9	20	20	0	0
8990	1355	13	20	20	0	0
8991	1205	1	20	18	0	0
8992	1160	7	20	20	0	0
8993	1075	7	20	20	0	0
8994	988	13	20	20	0	0
8995	940	9	20	20	0	0
8996	940	11	20	20	0	0
8997	940	11	20	20	0	0
8998	961	8	20	20	0	0
8999	856	1	20	14	0	0
9000	803	1	20	20	100	90.0
9001	753	1	20	18	100	94.0
9002	816	1	20	20	100	100.0
9003	870	1	20	20	0	0
9004	294	2	7	7	100	100.0
9005	1123	9	19	13	0	0
9006	1067	9	20	20	0	0
9007	1825	5	20	20	0	0
9008	352	2	6	6	100	50.0
9009	1780	6	20	20	0	0
9010	1780	5	20	20	0	0
9011	1780	9	20	20	0	0
9012	1780	9	20	20	0	0
9013	1780	8	20	20	0	0
9014	1699	7	20	20	0	0
9015	1780	11	20	20	0	0
9016	1780	9	20	20	0	0
9017	1788	6	20	20	0	0
9018	1780	8	20	20	0	0
9019	1780	9	20	20	0	0
9020	1772	13	20	20	0	0
9021	1780	11	20	20	0	0
9022	1780	11	20	20	0	0
9023	1780	15	20	20	0	0
9024	1691	9	20	20	0	0
9025	1780	9	20	20	0	0
9026	1780	9	20	20	0	0
9027	1780	25	20	20	0	0
9028	1691	14	20	20	0	0
9029	1780	16	20	20	0	0
9030	1772	10	20	20	0	0
9031	1788	7	20	20	0	0
9032	1602	1	20	20	0	0
9033	1691	4	20	20	0	0
9034	1246	7	20	20	0	0
9035	282	2	15	15	100	6.0
9036	842	2	20	20	100	27.5
9037	1695	5	20	20	0	0
9038	1443	1	20	20	100	15.0
9039	1249	5	20	20	100	10.0
9040	217	1	6	6	100	100.0
9041	1437	3	20	20	100	35.0
9042	485	6	12	12	0	0
9043	1109	1	20	20	100	80.0
9044	1281	5	19	19	100	10.0
9045	820	3	20	20	100	100.0
9046	760	2	20	20	100	100.0
9047	760	3	20	20	100	100.0
9048	760	4	20	20	100	100.0
9049	760	2	20	20	100	100.0
9050	762	3	20	20	100	95.0
9051	821	1	20	20	100	10.0
9052	972	3	20	20	100	60.0
9053	1038	1	20	20	100	100.0
9054	1100	5	20	20	100	100.0
9055	1104	8	20	20	100	95.0
9056	1629	19	20	20	100	5.0
9057	1914	12	20	20	0	0
9058	1932	5	20	20	0	0
9059	1940	6	20	20	0	0
9060	1940	7	20	20	0	0
9061	1788	2	20	20	100	5.0
9062	1881	2	20	20	100	5.0
9063	1948	11	20	20	0	0
9064	1843	17	20	20	0	0
9065	1940	12	20	20	0	0
9066	1932	11	20	20	0	0
9067	1932	15	20	20	0	0
9068	1940	13	20	20	0	0
9069	1940	12	20	20	0	0
9070	1940	16	20	20	0	0
9071	1940	13	20	20	0	0
9072	1940	10	20	20	0	0
9073	1788	4	20	20	100	5.0
9074	1297	2	20	20	0	0
9075	1104	13	20	20	0	0
9076	1000	18	20	20	0	0
9077	992	11	20	20	0	0
9078	890	11	20	20	0	0
9079	900	17	20	20	0	0
9080	892	9	20	20	0	0
9081	838	1	20	18	0	0
9082	606	1	20	20	100	85.0
9083	48	3	2	2	100	100.0
9084	1328	2	20	20	100	15.0
9085	1620	9	20	20	0	0
9086	1168	4	20	20	0	0
9087	41	3	1	1	100	100.0
9088	955	1	20	20	100	100.0
9089	952	1	20	20	100	100.0
9090	874	1	20	20	100	100.0
9091	1213	1	20	20	100	5.0
9092	1402	1	20	20	100	10.0
9093	1435	2	20	20	100	5.0
9094	1452	8	20	20	0	0
9095	1416	1	20	20	100	10.0
9096	1424	3	20	20	100	5.0
9097	1436	12	20	20	0	0
9098	1387	14	20	20	0	0
9099	1445	4	20	20	100	5.0
9100	1380	14	20	20	100	5.0
9101	1442	5	20	20	100	6.0
9102	1333	9	20	20	22	5.0
9103	1460	6	20	20	0	0
9104	1460	14	20	20	0	0
9105	1460	119	20	20	0	0
9106	1460	10	20	20	0	0
9107	1439	5	20	20	0	0
9108	992	8	20	20	100	5.0
9109	1000	10	20	20	0	0
9110	1000	7	20	20	0	0
9111	1000	10	20	20	0	0
9112	1000	7	20	20	0	0
9113	985	10	20	20	0	0
9114	898	4	20	20	100	15.0
9115	756	2	18	18	100	100.0
9116	1080	6	20	20	100	100.0
9117	1130	1	20	20	100	10.0
9118	1296	10	20	20	0	0
9119	1496	13	20	20	0	0
9120	1620	11	20	20	0	0
9121	1620	4	20	20	0	0
9122	1620	7	20	20	0	0
9123	1389	2	20	20	100	5.0
9124	217	2	7	7	100	100.0
9125	1424	9	20	20	0	0
9126	1450	14	20	20	0	0
9127	945	4	19	19	100	36.0
9128	359	4	20	20	100	5.0
9129	1780	16	20	20	0	0
9130	1773	6	20	20	100	5.0
9131	1780	16	20	20	0	0
9132	1512	5	20	18	0	0
9133	686	3	14	12	100	75.0
9134	1002	1	20	20	100	30.0
9135	1683	7	20	20	0	0
9136	1780	14	20	20	0	0
9137	1780	9	20	20	0	0
9138	1780	5	20	20	0	0
9139	1780	13	20	20	0	0
9140	1269	2	20	20	100	15.0
9141	500	6	11	11	100	82.5
9142	983	2	20	20	100	70.0
9143	1229	1	20	20	100	20.0
9144	1780	9	20	20	0	0
9145	1780	8	20	20	0	0
9146	1780	8	20	20	0	0
9147	1691	10	20	20	100	5.0
9148	1700	2	20	20	100	10.0
9149	1485	4	20	20	100	15.0
9150	305	4	7	7	100	100.0
9151	816	1	20	20	100	85.0
9152	729	3	20	20	100	70.0
9153	866	1	20	14	100	85.0
9154	768	1	20	20	100	80.0
9155	830	1	20	20	100	85.0
9156	780	5	20	20	100	75.0
9157	816	2	20	20	100	85.0
9158	780	2	20	16	100	81.0
9159	597	2	20	12	100	91.0
9160	753	1	20	12	100	91.0
9161	433	1	20	8	100	12.0
9162	303	2	6	6	100	100.0
9163	944	4	20	20	100	100.0
9164	447	8	20	20	100	30.0
9165	1617	11	20	20	0	0
9166	1646	11	20	20	0	0
9167	1822	16	20	20	0	0
9168	1574	9	20	20	0	0
9169	1786	7	20	20	0	0
9170	1604	11	20	20	0	0
9171	1746	12	20	20	0	0
9172	1767	8	20	20	100	5.0
9173	1727	1	20	20	100	5.0
9174	1718	11	20	20	0	0
9175	1636	13	20	20	0	0
9176	1738	14	20	20	0	0
9177	1620	6	20	20	0	0
9178	1580	8	20	20	0	0
9179	1814	5	20	20	0	0
9180	1382	13	20	20	0	0
9181	1765	12	20	20	0	0
9182	1730	6	20	20	0	0
9183	1447	4	20	20	0	0
9184	1277	10	20	20	0	0
9185	1738	16	20	20	0	0
9186	1720	14	20	20	0	0
9187	1322	5	20	20	100	10.0
9188	1445	4	20	20	100	5.0
9189	1507	5	20	18	0	0
9190	1431	4	20	18	0	0
9191	1288	6	20	20	100	5.0
9192	1824	13	20	20	0	0
9193	1932	16	20	20	0	0
9194	1909	1	20	20	100	15.0
9195	1925	7	20	20	100	15.0
9196	1932	14	20	20	100	5.0
9197	1900	8	20	20	100	10.0
9198	1664	6	20	20	100	70.0
9199	1103	6	20	20	100	95.0
9200	1148	6	20	20	100	100.0
9201	1132	8	20	20	100	100.0
9202	1127	5	20	20	100	100.0
9203	1140	6	20	20	100	100.0
9204	1070	6	20	20	100	95.0
9205	1026	3	20	20	100	100.0
9206	1000	3	20	20	100	95.0
9207	1000	10	20	20	100	100.0
9208	975	3	20	20	100	95.0
9209	1000	9	20	20	100	100.0
9210	1000	6	20	20	100	95.83333333333333
9211	984	9	20	20	100	90.0
9212	1022	1	20	20	100	100.0
9213	900	8	20	20	100	90.0
9214	1020	4	20	20	100	95.0
9215	980	1	20	20	100	100.0
9216	147	5	3	3	100	100.0
9217	1545	4	20	20	100	15.0
9218	1261	8	20	20	0	0
9219	1879	6	20	20	0	0
9220	197	2	4	4	100	25.0
9221	1042	8	20	20	100	25.0
9222	1337	11	20	20	0	0
9223	1822	5	20	20	0	0
9224	229	1	7	7	100	85.0
9225	1215	1	20	20	100	15.0
9226	1416	34	20	20	0	0
9227	344	1	8	8	100	100.0
9228	81	10	20	18	0	0
9229	39	1	1	1	100	100.0
9230	1521	2	20	20	100	100.0
9231	1613	5	20	20	100	100.0
9232	1275	8	20	20	100	65.0
9233	193	2	6	6	100	16.0
9234	258	3	20	16	100	12.0
9235	1940	10	20	20	0	0
9236	1932	16	20	20	0	0
9237	1924	6	20	20	0	0
9238	1077	3	20	20	100	65.0
9239	476	4	12	12	100	100.0
9240	803	1	20	20	100	100.0
9241	1935	15	20	20	100	5.0
9242	1940	14	20	20	0	0
9243	1932	14	20	20	0	0
9244	1940	12	20	20	0	0
9245	950	10	10	10	0	0
9246	856	2	20	20	100	95.0
9247	1708	2	20	20	100	25.0
9248	1835	12	20	20	0	0
9249	1917	3	20	20	100	5.0
9250	1893	11	20	18	100	5.0
9251	1004	2	20	20	100	90.0
9252	1048	9	20	20	0	0
9253	1670	10	20	20	0	0
9254	1756	11	20	20	0	0
9255	1780	9	20	20	0	0
9256	1780	13	20	20	0	0
9257	1763	9	20	20	0	0
9258	1773	4	20	20	100	5.0
9259	1765	12	20	20	100	5.0
9260	1350	17	20	20	0	0
9261	496	4	17	17	0	0
9262	1160	3	20	20	100	100.0
9263	1160	4	20	20	100	100.0
9264	1155	2	20	20	100	100.0
9265	800	6	20	20	0	0
9266	800	5	20	20	0	0
9267	808	1	20	20	100	100.0
9268	840	3	20	20	100	98.33333333333333
9269	800	4	20	20	100	20.0
9270	880	2	20	20	100	100.0
