ID	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent
5338	1612	10	20	20	100	95.0
5339	1135	7	14	14	100	100.0
5340	1068	1	20	20	100	35.0
5341	1525	8	20	20	0	0
5342	1940	9	20	20	0	0
5343	1940	9	20	20	0	0
5344	1580	7	20	20	100	5.0
5345	344	3	7	7	100	100.0
5346	1573	3	20	20	100	15.0
5347	1756	5	20	20	0	0
5348	1780	10	20	20	0	0
5349	1516	3	20	20	100	15.0
5350	196	2	4	4	100	100.0
5351	1514	5	20	20	100	15.0
5352	1764	13	20	20	0	0
5353	1780	15	20	20	0	0
5354	1279	5	20	20	100	5.0
5355	86	1	2	2	100	100.0
5356	606	3	20	20	100	40.0
5357	534	15	20	20	0	0
5358	96	2	2	2	100	100.0
5359	1009	4	20	20	100	25.0
5360	1059	8	20	20	0	0
5361	73	2	2	2	100	50.0
5362	681	6	20	20	100	60.0
5363	950	9	20	20	0	0
5364	1102	10	20	20	0	0
5365	1315	13	20	20	0	0
5366	1338	10	20	20	0	0
5367	1440	6	20	20	0	0
5368	1374	6	20	20	100	5.0
5369	1540	15	20	20	0	0
5370	1490	4	20	20	100	5.0
5371	1845	8	20	20	0	0
5372	1857	7	20	18	0	0
5373	1940	13	20	20	0	0
5374	1932	8	20	20	0	0
5375	1916	11	20	20	0	0
5376	1925	7	20	20	100	5.0
5377	1932	11	20	20	0	0
5378	1932	10	20	20	0	0
5379	1924	12	20	20	0	0
5380	1932	12	20	20	0	0
5381	1924	15	20	20	0	0
5382	1940	15	20	20	0	0
5383	1940	8	20	20	0	0
5384	1932	16	20	20	0	0
5385	1843	8	20	20	0	0
5386	1843	25	20	20	0	0
5387	1940	11	20	20	0	0
5388	1940	9	20	20	0	0
5389	1940	10	20	20	0	0
5390	1940	6	20	20	100	5.0
5391	1932	11	20	20	0	0
5392	1932	10	20	20	0	0
5393	1907	12	20	20	0	0
5394	1450	9	20	20	100	5.0
5395	1240	3	20	20	0	0
5396	1232	8	20	20	0	0
5397	1215	8	20	20	0	0
5398	1095	6	20	20	0	0
5399	990	3	20	20	100	85.0
5400	992	7	20	20	100	55.0
5401	956	3	20	18	0	0
5402	1028	2	20	18	0	0
5403	1022	17	20	20	0	0
5404	985	16	20	20	0	0
5405	982	2	20	20	100	20.0
5406	123	9	3	3	0	0
5407	1140	4	20	20	100	100.0
5408	1134	1	20	20	100	100.0
5409	1132	3	20	20	100	100.0
5410	1140	2	20	20	100	100.0
5411	920	2	20	20	100	100.0
5412	1020	2	20	20	100	100.0
5413	894	2	20	20	100	100.0
5414	1140	5	20	20	100	100.0
5415	922	1	20	20	100	100.0
5416	1140	1	20	20	100	100.0
5417	1133	1	20	20	100	100.0
5418	920	1	20	20	100	100.0
5419	920	1	20	20	100	100.0
5420	1135	2	20	20	100	95.0
5421	1070	11	20	20	0	0
5422	1305	13	20	20	0	0
5423	1515	11	20	20	0	0
5424	1719	3	20	20	100	5.0
5425	1755	7	20	20	0	0
5426	1872	2	20	20	100	5.0
5427	1900	5	20	20	100	5.0
5428	1940	8	20	20	0	0
5429	1519	3	20	20	0	0
5430	1884	2	20	20	100	5.0
5431	1884	2	20	20	100	5.0
5432	1909	3	20	20	100	5.0
5433	1916	10	20	20	0	0
5434	1893	10	20	20	100	5.0
5435	1940	9	20	20	0	0
5436	1826	6	20	20	100	35.0
5437	1676	4	20	20	100	35.0
5438	1537	3	20	20	100	10.0
5439	1940	6	20	20	0	0
5440	1755	3	20	16	100	6.0
5441	1940	12	20	20	0	0
5442	1835	11	20	20	0	0
5443	1924	5	20	20	0	0
5444	1916	9	20	20	0	0
5445	1835	7	20	20	100	10.0
5446	1916	11	20	20	9	5.0
5447	1924	11	20	20	0	0
5448	1940	12	20	20	0	0
5449	1843	13	20	20	0	0
5450	1940	12	20	20	0	0
5451	1940	12	20	20	100	10.0
5452	1924	12	20	20	100	100.0
5453	1924	11	20	20	100	100.0
5454	1940	11	20	20	100	100.0
5455	1940	10	20	20	100	100.0
5456	1940	16	20	20	100	100.0
5457	1940	12	20	20	100	100.0
5458	1916	13	20	20	100	100.0
5459	1924	7	20	20	100	80.0
5460	1843	9	20	20	100	80.0
5461	1940	16	20	20	100	95.0
5462	1940	10	20	20	100	100.0
5463	1889	6	20	20	100	100.0
5464	1523	8	20	20	100	90.0
5465	1137	6	18	18	100	100.0
5466	989	1	20	20	100	100.0
5467	1278	3	20	20	100	60.0
5468	1608	7	20	20	100	10.0
5469	1604	8	20	20	0	0
5470	1581	3	20	20	100	10.0
5471	1620	15	20	20	0	0
5472	1132	4	20	20	100	10.0
5473	1175	3	20	18	100	100.0
5474	60	4	1	1	100	100.0
5475	1274	6	20	20	100	25.0
5476	1724	4	20	20	100	5.0
5477	1319	8	20	20	0	0
5478	1757	5	20	20	100	5.0
5479	1013	2	20	18	0	0
5480	120	4	3	3	100	100.0
5481	415	11	20	16	0	0
5482	594	9	20	20	0	0
5483	542	10	20	20	0	0
5484	485	11	20	20	0	0
5485	1435	6	20	20	0	0
5486	1940	12	20	20	0	0
5487	1933	5	20	20	100	5.0
5488	1072	4	20	20	100	40.0
5489	502	2	11	11	100	100.0
5490	921	5	20	20	100	45.0
5491	1819	16	20	20	100	52.5
5492	1996	10	20	20	100	100.0
5493	1998	9	20	20	77	100.0
5494	1768	11	20	20	90	95.0
5495	791	2	20	20	100	75.0
5496	324	3	9	9	100	100.0
5497	1397	1	20	20	100	15.0
5498	1152	9	20	20	100	10.0
5499	890	1	17	15	100	53.0
5500	1039	1	20	20	100	10.0
5501	1620	7	20	20	100	5.0
5502	1589	9	20	20	100	5.0
5503	1377	12	20	20	0	0
5504	726	1	15	15	100	6.0
5505	360	1	20	20	100	65.0
5506	1629	7	20	20	0	0
5507	1726	11	20	18	0	0
5508	1932	9	20	20	0	0
5509	1746	9	20	20	0	0
5510	1567	10	18	18	0	0
5511	80	11	20	18	0	0
5512	1620	15	20	20	0	0
5513	1620	9	20	20	0	0
5514	1620	3	20	20	0	0
5515	1612	17	20	20	0	0
5516	1612	7	20	20	0	0
5517	1620	7	20	20	0	0
5518	1424	4	20	20	100	25.0
5519	886	1	20	20	100	100.0
5520	760	1	20	20	100	100.0
5521	844	3	16	16	100	100.0
5522	1940	11	20	20	100	95.0
5523	1059	13	20	20	100	30.0
5524	291	15	20	20	100	5.0
5525	873	5	20	20	0	0
5526	768	15	20	20	100	30.0
5527	776	9	20	20	0	0
5528	291	10	20	20	100	5.0
5529	485	5	20	20	0	0
5530	776	11	20	20	0	0
5531	873	13	20	20	100	10.0
5532	776	5	20	20	100	10.0
5533	776	10	20	20	0	0
5534	1164	10	20	20	100	5.0
5535	970	10	20	20	100	20.0
5536	291	8	20	20	100	10.0
5537	679	15	20	20	100	5.0
5538	574	7	20	20	100	10.0
5539	388	7	20	20	100	5.0
5540	582	19	20	20	100	10.0
5541	1020	10	20	20	100	10.0
5542	438	4	20	20	100	5.0
5543	485	14	20	20	100	10.0
5544	582	13	20	20	0	0
5545	388	13	20	20	100	5.0
5546	194	8	20	20	0	0
5547	679	15	20	20	100	5.0
5548	768	13	20	20	100	10.0
5549	1351	11	20	20	100	30.0
5550	1932	7	20	20	100	100.0
5551	1940	19	20	20	100	100.0
5552	1940	11	20	20	100	95.0
5553	1731	2	20	20	100	85.0
5554	1940	8	20	20	100	100.0
5555	1932	9	20	20	100	95.0
5556	1925	11	20	20	100	100.0
5557	1927	10	20	20	100	100.0
5558	1789	15	20	20	100	100.0
5559	1508	2	20	14	100	100.0
5560	1398	2	20	16	100	100.0
5561	1311	3	20	20	100	100.0
5562	1096	6	20	20	100	100.0
5563	885	1	20	20	100	100.0
5564	459	6	11	11	100	100.0
5565	622	1	20	20	100	40.0
5566	108	3	2	2	100	50.0
5567	1788	3	20	20	100	75.0
5568	2100	8	20	20	100	50.0
5569	2092	7	20	20	100	70.0
5570	2095	13	20	20	100	65.0
5571	2075	8	20	20	100	70.0
5572	2095	15	20	20	100	70.0
5573	1935	14	20	20	100	75.0
5574	1752	6	20	20	100	50.0
5575	1169	3	20	18	100	61.0
5576	516	1	13	13	100	100.0
5577	683	1	20	20	100	50.0
5578	1650	4	20	20	100	5.0
5579	1763	10	20	20	0	0
5580	1757	4	20	20	100	5.0
5581	1780	20	20	20	0	0
5582	1740	3	20	20	100	5.0
5583	1438	9	20	20	0	0
5584	1018	2	20	18	0	0
5585	848	1	20	20	100	100.0
5586	216	1	5	5	100	100.0
5587	1780	8	20	20	0	0
5588	1700	9	20	20	0	0
5589	1924	6	20	20	0	0
5590	1932	5	20	20	0	0
5591	1940	13	20	20	0	0
5592	1940	13	20	20	0	0
5593	1940	11	20	20	0	0
5594	1924	7	20	20	100	5.0
5595	1940	6	20	20	0	0
5596	1817	17	20	20	0	0
5597	1155	2	20	20	100	15.0
5598	909	3	20	20	100	100.0
5599	514	1	20	20	100	100.0
5600	816	1	20	20	100	35.0
5601	1473	61	20	20	100	5.0
5602	1763	11	20	20	100	5.0
5603	1772	9	20	20	0	0
5604	1772	11	20	20	0	0
5605	1756	5	20	20	100	5.0
5606	545	5	13	13	0	0
5607	1398	9	20	20	100	5.0
5608	1764	9	20	20	0	0
5609	1780	12	20	20	0	0
5610	1579	4	18	18	100	5.0
5611	1169	4	20	20	100	35.0
5612	1854	9	20	20	0	0
5613	1924	10	20	20	0	0
5614	1940	9	20	20	0	0
5615	1940	9	20	20	0	0
5616	1940	16	20	20	100	5.0
5617	1940	9	20	20	0	0
5618	1890	12	20	20	0	0
5619	953	1	20	20	100	10.0
5620	927	1	20	20	100	100.0
5621	78	1	2	2	100	100.0
5622	904	11	20	20	0	0
5623	1447	3	20	20	100	5.0
5624	797	6	13	13	100	46.0
5625	986	2	20	20	100	100.0
5626	500	12	20	20	100	25.0
5627	1400	11	20	20	90	68.5
5628	1884	7	20	18	85	79.16666666666667
5629	1700	6	20	20	100	82.5
5630	1547	12	20	20	100	80.0
5631	1060	2	20	20	100	52.5
5632	210	1	5	5	100	100.0
5633	1124	3	20	20	100	35.0
5634	1356	3	20	20	100	25.0
5635	1555	6	20	20	100	5.0
5636	753	1	15	15	100	46.0
5637	792	3	20	20	100	55.0
5638	1929	3	20	20	100	100.0
5639	1724	9	20	20	100	89.44444444444444
5640	978	8	20	20	100	9.375
5641	839	2	20	20	100	100.0
5642	840	3	20	20	100	100.0
5643	834	2	20	20	100	100.0
5644	134	4	3	3	100	100.0
5645	938	1	20	20	100	95.0
5646	989	5	20	20	100	55.0
5647	1378	3	20	20	100	30.0
5648	1925	2	20	20	0	0
5649	1888	5	20	20	100	5.0
5650	1927	13	20	20	100	5.0
5651	1843	9	20	20	0	0
5652	1932	14	20	20	0	0
5653	1884	13	20	20	0	0
5654	1877	7	20	20	100	5.0
5655	1425	10	20	20	0	0
5656	1084	3	20	20	100	100.0
5657	1097	7	20	20	100	95.0
5658	992	5	20	20	100	100.0
5659	1000	6	20	20	100	100.0
5660	1000	5	20	20	100	15.0
5661	995	7	20	20	0	0
5662	970	7	20	20	100	5.0
5663	836	1	20	16	100	100.0
5664	889	3	20	18	100	94.0
5665	715	1	16	16	100	93.0
5666	405	1	20	20	100	75.0
5667	1308	15	20	20	0	0
5668	1300	5	20	18	0	0
5669	791	1	20	14	100	28.0
5670	622	2	18	12	100	100.0
5671	258	3	20	12	100	8.0
5672	1043	6	20	20	100	10.0
5673	1448	3	20	20	100	5.0
5674	896	2	20	20	100	20.0
5675	65	4	2	2	100	100.0
5676	695	3	20	18	100	5.0
5677	1254	7	20	20	0	0
5678	114	1	3	3	100	100.0
5679	305	1	20	20	100	80.0
5680	673	8	20	20	0	0
5681	1296	12	20	20	0	0
5682	1877	8	20	20	0	0
5683	1940	8	20	20	0	0
5684	1940	8	20	20	0	0
5685	1916	4	20	20	0	0
5686	1792	3	20	20	100	20.0
5687	1147	2	20	18	100	72.0
5688	472	1	20	20	100	65.0
5689	412	1	20	20	100	20.0
5690	135	8	5	5	0	0
5691	1340	3	20	20	100	45.0
5692	1932	11	20	20	0	0
5693	1924	8	20	20	0	0
5694	1924	8	20	20	0	0
5695	1895	14	20	20	0	0
5696	1380	1	20	20	100	20.0
5697	126	5	3	3	100	100.0
5698	969	2	20	20	100	70.0
5699	1440	11	20	20	0	0
5700	1742	11	20	20	0	0
5701	1788	7	20	20	0	0
5702	1780	6	20	20	0	0
5703	1772	9	20	20	0	0
5704	1409	1	20	18	0	0
5705	602	2	14	14	100	100.0
5706	887	3	20	20	100	60.0
5707	1757	11	20	20	0	0
5708	1932	10	20	20	0	0
5709	1932	6	20	20	0	0
5710	1908	14	20	20	0	0
5711	1846	8	20	20	0	0
5712	632	2	14	14	100	35.0
5713	1912	14	20	20	0	0
5714	1932	15	20	20	0	0
5715	1637	5	20	20	100	5.0
5716	1912	6	20	20	100	5.0
5717	1296	2	20	20	100	50.0
5718	1269	2	20	20	100	100.0
5719	1145	1	20	16	100	100.0
5720	1125	2	19	15	100	100.0
5721	852	1	20	20	100	100.0
5722	1060	5	20	20	100	100.0
5723	900	1	20	20	100	100.0
5724	1065	2	20	20	100	100.0
5725	915	2	20	20	100	80.0
5726	1066	1	20	20	100	90.0
5727	1163	7	20	20	0	0
5728	1286	4	20	20	100	5.0
5729	1630	15	20	20	0	0
5730	1903	13	20	20	0	0
5731	1940	12	20	20	0	0
5732	1933	4	20	20	100	5.0
5733	1940	14	20	20	0	0
5734	1932	9	20	20	0	0
5735	1940	13	20	18	0	0
5736	1904	10	20	20	0	0
5737	1908	8	20	20	0	0
5738	1940	5	20	20	0	0
5739	1940	9	20	20	0	0
5740	1932	12	20	20	0	0
5741	1924	11	20	20	0	0
5742	1811	19	20	20	0	0
5743	1924	9	20	20	100	5.0
5744	1819	9	20	20	0	0
5745	1924	11	20	20	0	0
5746	1932	9	20	20	0	0
5747	1932	12	20	20	0	0
5748	1920	6	20	20	0	0
5749	1940	10	20	20	0	0
5750	1916	13	20	20	0	0
5751	1932	6	20	20	0	0
5752	1933	13	20	20	100	5.0
5753	1920	6	20	20	100	10.0
5754	1940	6	20	20	0	0
5755	1940	16	20	20	0	0
5756	1841	5	20	18	0	0
5757	1659	8	20	20	0	0
5758	1640	13	20	20	0	0
5759	1632	7	20	20	0	0
5760	1487	10	20	20	100	5.0
5761	1124	8	20	20	0	0
5762	1132	6	20	20	0	0
5763	990	8	20	20	0	0
5764	977	9	20	20	0	0
5765	819	4	20	16	0	0
5766	752	8	20	20	0	0
5767	796	1	20	20	100	100.0
5768	918	2	20	18	100	100.0
5769	926	2	20	20	100	100.0
5770	885	2	20	20	100	95.0
5771	270	1	6	6	100	100.0
5772	1147	3	20	20	100	25.0
5773	1325	3	20	20	0	0
5774	656	1	20	18	100	50.0
5775	1990	11	20	20	100	100.0
5776	1990	9	20	20	100	100.0
5777	2000	9	20	20	100	73.33333333333333
5778	1848	10	20	20	100	26.0
5779	1125	8	20	20	100	55.0
5780	348	3	8	6	100	33.0
5781	800	1	20	20	100	100.0
5782	919	1	20	20	100	15.0
5783	1548	9	20	20	0	0
5784	1866	11	20	20	0	0
5785	1932	10	20	20	0	0
5786	1900	8	20	20	100	5.0
5787	1940	14	20	20	0	0
5788	1835	10	20	20	0	0
5789	1916	7	20	20	0	0
5790	1900	9	20	20	0	0
5791	1820	14	20	20	0	0
5792	1350	15	20	20	0	0
5793	979	1	20	20	100	95.0
5794	482	2	10	10	100	90.0
5795	915	2	20	20	100	15.0
5796	2092	13	20	20	100	55.0
5797	2016	9	20	20	100	60.0
5798	1630	1	20	20	100	45.0
5799	188	1	3	3	100	66.0
5800	739	1	20	18	100	100.0
5801	1584	1	20	20	100	10.0
5802	1886	34	20	20	100	20.0
5803	1828	3	20	18	100	83.0
5804	1959	7	20	20	100	100.0
5805	1944	3	20	20	100	100.0
5806	1950	13	20	20	100	96.15384615384616
5807	1245	3	17	17	100	70.0
5808	904	3	20	20	100	100.0
5809	1094	4	20	20	100	5.0
5810	1805	7	20	20	0	0
5811	1940	8	20	20	0	0
5812	1940	9	20	20	0	0
5813	1932	11	20	20	0	0
5814	1940	5	20	20	0	0
5815	1932	11	20	20	100	5.0
5816	1940	5	20	20	0	0
5817	1932	12	20	20	0	0
5818	1940	8	20	20	0	0
5819	1935	10	20	20	100	5.0
5820	1705	10	20	20	0	0
5821	744	1	20	18	100	5.0
5822	357	5	8	8	100	100.0
5823	74	12	20	18	0	0
5824	245	6	20	20	0	0
5825	352	1	20	20	100	10.0
5826	245	4	20	20	0	0
5827	782	2	20	20	100	70.0
5828	165	7	3	3	100	100.0
5829	832	1	20	20	100	100.0
5830	746	7	20	20	100	10.0
5831	1047	5	20	20	100	55.0
5832	1500	9	20	20	0	0
5833	1932	9	20	20	0	0
5834	1932	8	20	20	0	0
5835	1932	10	20	20	0	0
5836	1940	18	20	20	0	0
5837	1220	2	20	20	100	35.0
5838	328	1	8	8	100	100.0
5839	442	1	20	20	100	65.0
5840	1767	6	20	20	100	5.0
5841	1757	7	20	20	0	0
5842	1671	8	20	20	0	0
5843	1584	10	20	20	100	5.0
5844	1780	12	20	20	0	0
5845	1772	12	20	20	0	0
5846	1730	1	20	18	100	5.0
5847	1539	7	20	20	100	5.0
5848	559	2	15	15	100	60.0
5849	1263	5	20	20	0	0
5850	1528	3	20	20	0	0
5851	1249	5	20	20	100	10.0
5852	1215	2	20	20	100	15.0
5853	1220	3	20	20	100	18.333333333333332
5854	1194	2	20	20	100	15.0
5855	1261	3	20	20	0	0
5856	1219	6	20	20	100	10.0
5857	1460	8	20	20	0	0
5858	1590	5	20	20	100	10.0
5859	1612	5	20	20	0	0
5860	1620	12	20	20	0	0
5861	1612	11	20	20	0	0
5862	1620	7	20	20	0	0
5863	1620	8	20	20	0	0
5864	1607	8	20	20	100	5.0
5865	1620	6	20	20	0	0
5866	1620	11	20	20	0	0
5867	1620	4	20	20	0	0
5868	1612	16	20	20	0	0
5869	1620	15	20	20	0	0
5870	1620	11	20	20	0	0
5871	1620	5	20	20	0	0
5872	1620	9	20	20	0	0
5873	1620	7	20	20	0	0
5874	1620	14	20	20	0	0
5875	1539	14	20	20	0	0
5876	1620	4	20	20	0	0
5877	1539	6	20	20	0	0
5878	1620	14	20	20	0	0
5879	1620	13	20	20	0	0
5880	1620	6	20	20	0	0
5881	1620	10	20	20	0	0
5882	1620	10	20	20	0	0
5883	1620	14	20	20	0	0
5884	1620	10	20	20	0	0
5885	1620	13	20	20	0	0
5886	1620	11	20	20	0	0
5887	1539	7	20	20	0	0
5888	1620	22	20	20	0	0
5889	1612	8	20	20	0	0
5890	1570	13	20	20	0	0
5891	1441	7	20	20	0	0
5892	1330	8	20	20	0	0
5893	1177	4	20	20	0	0
5894	1180	12	20	20	0	0
5895	1047	15	20	20	0	0
5896	833	10	20	20	0	0
5897	740	11	20	20	0	0
5898	715	2	20	14	100	50.0
5899	720	1	20	14	100	100.0
5900	730	3	20	10	100	100.0
5901	490	10	20	20	0	0
5902	630	14	20	20	0	0
5903	575	1	20	14	0	0
5904	400	1	20	20	100	75.0
5905	143	1	7	5	100	100.0
5906	820	2	20	20	100	45.0
5907	1770	11	20	20	0	0
5908	1756	7	20	20	0	0
5909	1772	7	20	20	0	0
5910	1772	9	20	20	0	0
5911	1712	10	20	16	0	0
5912	495	3	11	11	100	84.0
5913	1048	3	20	18	100	33.0
5914	1940	12	20	20	0	0
5915	1940	7	20	20	0	0
5916	873	5	14	14	0	0
5917	1160	1	20	20	100	100.0
5918	1080	3	20	20	100	100.0
5919	1158	1	20	20	100	100.0
5920	1156	1	20	20	100	100.0
5921	1151	2	20	20	100	95.0
5922	1345	1	20	20	100	65.0
5923	712	8	12	12	100	41.0
5924	700	1	20	20	100	100.0
5925	972	6	20	20	100	40.0
5926	1302	13	20	20	0	0
5927	1824	7	20	20	0	0
5928	1932	9	20	20	100	5.0
5929	1916	9	20	20	0	0
5930	1940	10	20	20	0	0
5931	1932	14	20	20	0	0
5932	1811	8	20	20	0	0
5933	1940	6	20	20	0	0
5934	1916	15	20	20	0	0
5935	1861	18	20	20	0	0
5936	1740	2	20	18	0	0
5937	1467	12	20	20	0	0
5938	1177	4	20	20	100	5.0
5939	830	1	20	20	100	80.0
5940	492	1	12	12	100	100.0
5941	1046	3	20	20	100	100.0
5942	1237	5	20	20	100	100.0
5943	1653	3	20	20	100	100.0
5944	1780	16	20	20	100	100.0
5945	1780	12	20	20	100	100.0
5946	1076	4	14	14	100	100.0
5947	1229	8	20	20	0	0
5948	1932	10	20	20	0	0
5949	1940	12	20	20	0	0
5950	1940	15	20	20	0	0
5951	1157	1	20	20	100	35.0
5952	1098	4	20	20	100	40.0
5953	1620	10	20	18	0	0
5954	1588	11	20	20	0	0
5955	1623	10	20	20	0	0
5956	1612	14	20	20	0	0
5957	1545	9	20	20	0	0
5958	906	1	20	16	100	37.0
5959	294	3	6	6	100	100.0
5960	716	1	20	20	100	100.0
5961	1507	1	20	20	100	15.0
5962	1908	11	20	20	9	5.0
5963	1940	9	20	20	11	5.0
5964	1933	8	20	20	100	5.0
5965	1933	4	20	20	100	5.0
5966	1940	11	20	20	0	0
5967	1738	12	18	18	0	0
5968	496	1	20	16	100	12.0
5969	368	2	5	5	100	40.0
5970	975	4	20	18	100	11.0
5971	1916	11	20	20	0	0
5972	584	11	7	7	0	0
5973	864	2	20	20	100	100.0
5974	880	3	20	20	100	100.0
5975	872	5	20	20	100	100.0
5976	889	2	20	20	100	85.0
5977	889	1	20	20	100	55.0
5978	898	5	20	20	100	10.0
5979	1110	3	20	20	100	45.0
5980	1584	11	20	20	0	0
5981	1548	4	20	20	0	0
5982	1620	8	20	20	0	0
5983	1612	5	20	20	0	0
5984	1612	15	20	20	0	0
5985	1618	8	20	20	100	5.0
5986	1578	2	20	20	100	10.0
5987	1613	6	20	20	100	5.0
5988	1533	2	20	20	100	5.0
5989	1584	16	20	20	0	0
5990	1596	11	20	20	0	0
5991	1566	3	20	20	100	5.0
5992	1576	9	20	20	0	0
5993	1612	6	20	20	0	0
5994	1588	5	20	20	0	0
5995	1576	5	20	20	0	0
5996	1604	5	20	20	0	0
5997	1559	7	20	20	100	5.0
5998	1596	8	20	20	0	0
5999	1612	13	20	20	0	0
6000	1487	6	20	20	0	0
6001	1586	3	20	20	100	5.0
6002	1612	9	20	20	0	0
6003	1450	12	20	20	0	0
6004	1612	10	20	20	100	85.0
6005	1604	9	20	20	100	100.0
6006	1596	21	20	20	100	5.0
6007	1604	15	20	20	0	0
6008	1620	9	20	20	100	5.0
6009	1612	8	20	20	0	0
6010	1620	9	20	20	0	0
6011	1620	10	20	20	0	0
6012	1602	8	20	20	0	0
6013	1512	10	20	20	0	0
6014	1457	7	20	18	0	0
6015	1330	17	20	20	0	0
6016	1053	6	20	20	100	35.0
6017	812	2	20	20	100	50.0
6018	840	8	20	20	0	0
6019	806	3	20	18	0	0
6020	755	12	20	20	0	0
6021	685	1	20	20	100	100.0
6022	789	2	20	20	100	100.0
6023	958	1	20	20	100	100.0
6024	964	1	20	20	100	100.0
6025	771	3	20	18	100	100.0
6026	766	1	20	18	100	100.0
6027	296	1	6	6	100	100.0
6028	825	1	20	20	100	20.0
6029	990	7	20	20	0	0
6030	1279	8	20	20	0	0
6031	1582	7	20	20	100	5.0
6032	1531	10	20	20	0	0
6033	1588	10	20	20	0	0
6034	1369	4	20	20	100	5.0
6035	216	4	4	4	100	100.0
6036	1295	2	20	20	100	10.0
6037	1940	7	20	20	0	0
6038	1908	6	20	20	0	0
6039	1680	9	20	18	100	11.0
6040	988	2	20	20	100	55.0
6041	371	1	8	8	100	87.0
6042	415	2	20	18	0	0
6043	892	1	13	13	100	23.0
6044	972	2	20	20	100	15.0
6045	1907	7	20	20	0	0
6046	1932	15	20	20	0	0
6047	1940	8	20	18	0	0
6048	1857	3	20	18	0	0
6049	810	1	14	14	100	14.0
6050	86	5	20	20	100	10.0
6051	1288	8	20	20	0	0
6052	1028	4	20	20	0	0
6053	720	2	20	18	100	85.5
6054	370	1	20	20	100	5.0
6055	1890	10	20	20	100	60.0
6056	613	1	16	14	100	21.0
6057	900	3	20	20	100	100.0
6058	1020	2	20	20	100	100.0
6059	1055	1	20	20	100	60.0
6060	1270	13	20	20	100	15.0
6061	1577	2	20	20	100	25.0
6062	1752	3	20	20	0	0
6063	1676	3	20	20	100	10.0
6064	1754	2	20	20	100	20.0
6065	1485	2	20	20	100	30.0
6066	1664	7	20	20	0	0
6067	1760	7	20	20	0	0
6068	1240	5	20	20	100	65.0
6069	48	6	1	1	100	100.0
6070	1072	3	20	20	100	100.0
6071	1100	2	20	20	100	100.0
6072	1072	2	20	20	100	100.0
6073	1154	1	20	20	100	100.0
6074	1779	5	20	20	100	100.0
6075	1815	4	20	20	100	100.0
6076	1721	5	20	20	100	95.0
6077	1814	5	20	20	100	100.0
6078	1436	2	20	20	100	80.0
6079	1818	4	20	20	100	100.0
6080	1820	11	20	20	100	100.0
6081	958	3	17	17	100	29.0
6082	1363	2	20	20	100	100.0
6083	1860	9	20	20	100	100.0
6084	1855	8	20	20	100	100.0
6085	1860	8	20	20	100	100.0
6086	1602	1	20	20	100	30.0
6087	1032	12	20	20	0	0
6088	600	7	12	12	0	0
6089	1693	3	20	20	100	100.0
6090	1731	3	20	20	100	50.0
6091	1772	7	20	20	0	0
6092	1772	9	20	20	0	0
6093	1780	17	20	20	0	0
6094	1772	14	20	20	0	0
6095	1780	7	20	20	100	5.0
6096	1742	7	20	20	0	0
6097	1029	3	20	20	100	60.0
6098	989	2	20	18	100	100.0
6099	909	1	20	18	100	100.0
6100	932	3	20	12	100	100.0
6101	983	2	20	18	100	100.0
6102	401	1	9	7	100	100.0
6103	1020	2	20	20	100	60.0
6104	1561	9	20	20	0	0
6105	1859	3	20	20	0	0
6106	1834	1	20	20	100	5.0
6107	1940	14	20	20	0	0
6108	1925	11	20	20	100	5.0
6109	1924	11	20	20	0	0
6110	1908	13	20	20	0	0
6111	1169	3	20	18	100	55.0
6112	728	1	16	16	100	100.0
6113	1015	14	20	20	100	35.0
6114	672	4	17	17	75	25.0
6115	1994	14	20	20	100	55.0
6116	1979	3	20	20	100	35.0
6117	2042	17	20	20	100	75.0
6118	2039	10	20	20	100	60.0
6119	1089	3	14	14	100	78.0
6120	654	1	20	20	100	60.0
6121	1621	11	20	20	0	0
6122	1952	8	20	20	100	35.0
6123	1992	9	20	20	100	100.0
6124	1979	12	20	20	100	95.0
6125	2005	6	20	20	100	90.0
6126	1870	6	20	20	100	100.0
6127	1355	9	20	20	100	100.0
6128	1000	10	20	20	100	100.0
6129	961	3	20	20	100	100.0
6130	900	9	20	20	100	100.0
6131	876	7	20	20	100	100.0
6132	935	1	20	18	100	100.0
6133	936	1	20	20	100	100.0
6134	94	4	2	2	100	100.0
6135	1091	1	20	20	100	95.0
6136	1900	13	20	20	0	0
6137	1884	6	20	20	100	5.0
6138	1261	13	20	20	0	0
6139	102	4	2	2	100	100.0
6140	913	3	20	20	100	60.0
6141	1737	6	20	20	100	50.0
6142	1634	8	20	20	100	10.0
6143	1356	6	20	20	100	5.0
6144	1000	12	20	20	100	96.25
6145	985	13	20	20	100	92.6923076923077
6146	820	2	20	20	100	100.0
6147	1109	1	20	20	100	100.0
6148	1480	6	20	20	100	100.0
6149	1472	1	20	20	100	100.0
6150	1178	9	20	20	100	45.0
6151	591	5	20	20	0	0
6152	100	3	3	3	100	100.0
6153	965	3	20	20	100	10.0
6154	1780	15	20	20	100	5.0
6155	1780	30	20	20	0	0
6156	1764	8	20	20	0	0
6157	1780	11	20	20	0	0
6158	1323	10	20	20	0	0
6159	585	2	20	20	100	65.0
6160	560	2	20	20	100	100.0
6161	203	2	7	7	100	100.0
