Datsetid	Players_total	No.ofalignments	Players_active	Usable_alignments	Empty_alignments	Maxscoreperread	Readnumber
5150	23	23	20	20	3	12.15	20
5151	15	15	14	14	1	56.7	20
5152	8	8	7	7	1	60.75	20
5153	19	19	14	14	5	64.8	20
5154	15	15	12	12	3	68.85	20
5155	8	8	8	8	0	68.85	20
5156	18	18	16	16	2	48.6	20
5157	9	9	9	9	0	40.5	20
5158	5	5	5	5	0	64.8	20
5159	22	22	20	20	2	68.85	20
5160	12	12	10	10	2	68.85	20
5161	13	13	11	11	2	56.7	20
5162	14	14	12	12	2	76.95	20
5163	17	17	15	15	2	80.15	20
5164	17	17	16	16	1	51.15	20
5165	20	20	19	19	1	45.0	20
5166	14	14	12	12	2	38.85	20
5167	16	16	10	10	6	38.25	20
5168	16	16	13	13	3	48.55	20
5169	16	16	14	14	2	33.05	20
5170	17	19	14	14	5	48.8	20
5171	15	16	10	11	5	49.6	20
5172	15	15	10	10	5	44.666666666666664	3
5173	14	14	13	13	1	30.7	20
5174	9	9	6	6	3	95.4	20
5175	17	17	13	13	4	97.0	20
5176	16	16	13	13	3	96.6	20
5177	17	17	16	16	1	96.65	20
5178	20	20	18	18	2	97.0	20
5179	10	10	9	9	1	97.0	20
5180	19	23	18	22	1	96.65	20
5181	9	9	9	9	0	96.6	20
5182	16	16	12	12	4	84.95	20
5183	15	15	12	12	3	64.55	20
5184	14	14	10	10	4	60.4	20
5185	14	14	13	13	1	38.25	20
5186	14	14	8	8	6	24.05	20
5187	21	21	18	18	3	23.9	20
5188	14	14	10	10	4	23.0	10
5189	14	14	12	12	2	58.25	20
5190	15	15	15	15	0	79.7	20
5191	9	9	9	9	0	75.65	20
5192	13	13	12	12	1	57.85	20
5193	13	13	13	13	0	84.55	20
5194	13	13	9	9	4	79.7	20
5195	14	14	14	14	0	79.45	20
5196	13	13	11	11	2	80.1	20
5197	15	15	14	14	1	84.55	20
5198	13	13	8	8	5	89.0	20
5199	14	14	10	10	4	89.0	20
5200	16	16	14	14	2	89.0	20
5201	19	19	19	19	0	88.6	20
5202	20	20	17	17	3	88.0	20
5203	17	17	15	15	2	61.875	16
5204	7	7	7	7	0	56.7	20
5205	8	8	6	6	2	72.5	20
5206	15	15	12	12	3	60.75	20
5207	19	19	16	16	3	76.55	20
5208	20	20	16	16	4	54.55	20
5209	10	10	9	9	1	40.0	20
5210	18	18	15	15	3	39.6	20
5211	23	23	21	21	2	40.0	20
5212	15	15	13	13	2	40.0	20
5213	19	20	15	16	4	41.0	6
5214	17	17	12	12	5	25.05	20
5215	16	16	13	13	3	95.0	20
5216	14	14	11	11	3	61.92857142857143	14
5217	12	12	9	9	3	75.1	20
5218	12	12	11	11	1	92.6842105263158	19
5219	19	19	16	16	3	39.4	20
5220	15	16	13	14	2	76.2	20
5221	15	17	12	13	4	48.27272727272727	11
5222	23	23	15	15	8	54.9	20
5223	17	17	15	15	2	79.6	20
5224	21	21	18	18	3	85.35	20
5225	15	15	12	12	3	86.7	20
5226	14	14	11	11	3	89.7	20
5227	16	16	13	13	3	89.2	20
5228	19	19	17	17	2	90.0	20
5229	12	12	9	9	3	90.0	20
5230	19	19	15	15	4	90.0	20
5231	12	12	12	12	0	89.4	20
5232	10	10	10	10	0	89.7	20
5233	21	21	17	17	4	75.4	20
5234	13	13	11	11	2	44.75	20
5235	17	17	13	13	4	42.6	20
5236	12	12	11	11	1	36.2	15
5237	18	19	15	16	3	55.45	20
5238	8	8	6	6	2	55.6	20
5239	17	17	14	14	3	72.05	20
5240	19	21	16	16	5	96.5	20
5241	19	19	18	18	1	97.0	20
5242	14	14	11	11	3	94.1	20
5243	12	12	8	8	4	96.6	20
5244	14	14	11	11	3	96.6	20
5245	11	11	8	8	3	96.6	20
5246	15	16	13	13	3	96.25	20
5247	11	11	11	11	0	97.0	20
5248	20	20	15	15	5	97.0	20
5249	8	8	7	7	1	97.0	20
5250	18	18	16	16	2	82.9	20
5251	15	15	13	13	2	63.2	20
5252	14	16	11	13	3	45.9	20
5253	17	17	16	16	1	48.6875	16
5254	20	20	18	18	2	46.25	20
5255	21	21	13	13	8	77.05	20
5256	16	16	16	16	0	95.55	20
5257	13	13	8	8	5	96.65	20
5258	14	14	13	13	1	92.15	20
5259	8	8	5	5	3	78.63636363636364	11
5260	10	10	7	7	3	44.8	20
5261	12	12	10	10	2	93.35	20
5262	14	14	12	12	2	96.6	20
5263	18	18	16	16	2	91.4	20
5264	13	13	11	11	2	96.2	20
5265	16	17	14	15	2	92.4	20
5266	11	11	9	9	2	30.6	20
5267	15	15	10	10	5	32.0	6
5268	8	8	5	5	3	46.7	20
5269	15	15	12	12	3	49.6	20
5270	10	10	8	8	2	46.65	20
5271	17	17	10	10	7	50.0	20
5272	16	16	13	13	3	49.95	20
5273	18	18	10	10	8	52.75	20
5274	16	16	11	11	5	64.45	20
5275	16	16	11	11	5	87.65	20
5276	14	14	10	10	4	96.6	20
5277	21	21	19	19	2	97.0	20
5278	16	17	13	13	4	96.2	20
5279	16	16	12	12	4	95.35	20
5280	15	15	10	10	5	93.45	20
5281	23	23	18	18	5	97.0	20
5282	15	15	10	10	5	97.0	20
5283	12	12	8	8	4	92.15	20
5284	17	17	14	14	3	96.3	20
5285	21	21	18	18	3	97.0	20
5286	15	15	14	14	1	97.0	20
5287	13	13	9	9	4	97.0	20
5288	17	17	14	14	3	96.6	20
5289	12	12	9	9	3	92.4	20
5290	17	17	11	11	6	78.35	20
5291	9	9	4	4	5	53.6	20
5292	16	16	14	14	2	41.75	20
5293	16	16	15	15	1	38.0	6
5294	19	19	11	11	8	45.0	20
5295	14	14	10	10	4	50.5	20
5296	18	18	14	14	4	90.0	20
5297	13	13	10	10	3	97.0	20
5298	21	21	15	15	6	96.6	20
5299	16	16	16	16	0	96.2	20
5300	18	18	16	16	2	97.0	20
5301	19	19	15	15	4	48.27272727272727	11
5302	14	14	12	12	2	67.65	20
5303	18	18	15	15	3	57.85	20
5304	14	14	11	11	3	58.3	20
5305	12	12	10	10	2	43.0	1
5306	14	14	10	10	4	10.6	15
5307	13	13	10	10	3	46.55	20
5308	12	12	8	8	4	84.3	20
5309	10	10	8	8	2	89.95	20
5310	14	14	9	9	5	89.15	20
5311	12	12	9	9	3	65.6	20
5312	10	10	8	8	2	40.0	3
5313	10	10	8	8	2	34.5	20
5314	22	22	12	12	10	46.05	20
5315	10	10	9	9	1	67.7	20
5316	18	18	17	17	1	88.6	20
5317	18	18	14	14	4	88.6	20
5318	17	17	15	15	2	89.0	20
5319	13	13	13	13	0	89.8	20
5320	14	15	13	14	1	88.6	20
5321	12	12	8	8	4	88.6	20
5322	8	8	6	6	2	55.8	20
5323	12	12	10	10	2	47.05	20
5324	19	19	14	14	5	52.05	20
5325	23	24	18	19	5	52.0	3
5326	15	15	11	11	4	58.3	20
5327	24	24	18	18	6	87.4	20
5328	22	22	17	17	5	87.05	20
5329	18	18	12	12	6	83.5	20
5330	11	11	9	9	2	87.45	20
5331	17	17	15	15	2	88.6	20
5332	27	27	21	21	6	88.6	20
5333	10	10	10	10	0	89.0	20
5334	13	13	11	11	2	63.8	20
5335	10	10	8	8	2	38.55	20
5336	13	13	10	10	3	48.0	3
5337	10	10	9	9	1	28.75	20
5338	16	16	13	13	3	80.6	20
5339	13	13	10	10	3	81.07142857142857	14
5340	15	15	9	9	6	53.4	20
5341	12	12	10	10	2	76.25	20
5342	13	13	10	10	3	97.0	20
5343	12	12	9	9	3	97.0	20
5344	22	22	15	15	7	79.0	20
5345	14	14	9	9	5	49.142857142857146	7
5346	12	12	9	9	3	78.65	20
5347	8	8	7	7	1	87.8	20
5348	14	14	11	11	3	89.0	20
5349	17	17	17	17	0	75.8	20
5350	13	13	11	11	2	49.0	4
5351	12	12	7	7	5	75.7	20
5352	16	16	15	15	1	88.2	20
5353	17	17	15	15	2	89.0	20
5354	12	12	10	10	2	63.95	20
5355	8	8	8	8	0	43.0	2
5356	18	18	16	16	2	30.3	20
5357	22	23	18	19	4	26.7	20
5358	10	10	9	9	1	48.0	2
5359	18	18	16	16	2	50.45	20
5360	14	14	10	10	4	52.95	20
5361	16	16	11	11	5	36.5	2
5362	24	24	18	18	6	34.05	20
5363	14	14	11	11	3	47.5	20
5364	18	18	13	13	5	55.1	20
5365	19	19	15	15	4	65.75	20
5366	14	14	11	11	3	66.9	20
5367	14	14	10	10	4	72.0	20
5368	14	14	8	8	6	68.7	20
5369	20	20	17	17	3	77.0	20
5370	16	16	12	12	4	74.5	20
5371	13	13	9	9	4	92.25	20
5372	13	13	11	11	2	92.85	20
5373	17	17	13	13	4	97.0	20
5374	11	11	9	9	2	96.6	20
5375	15	15	12	12	3	95.8	20
5376	14	19	14	19	0	96.25	20
5377	14	16	11	12	4	96.6	20
5378	13	13	11	11	2	96.6	20
5379	17	17	16	16	1	96.2	20
5380	15	15	14	14	1	96.6	20
5381	19	19	17	17	2	96.2	20
5382	23	23	17	17	6	97.0	20
5383	12	12	11	11	1	97.0	20
5384	25	25	19	19	6	96.6	20
5385	10	10	10	10	0	92.15	20
5386	32	32	28	28	4	92.15	20
5387	15	15	13	13	2	97.0	20
5388	15	15	10	10	5	97.0	20
5389	13	13	13	13	0	97.0	20
5390	10	10	7	7	3	97.0	20
5391	15	15	14	14	1	96.6	20
5392	14	14	12	12	2	96.6	20
5393	14	14	12	12	2	95.35	20
5394	13	13	12	12	1	72.5	20
5395	8	8	5	5	3	62.0	20
5396	12	12	10	10	2	61.6	20
5397	14	14	12	12	2	60.75	20
5398	12	12	8	8	4	54.75	20
5399	15	15	13	13	2	49.5	20
5400	14	14	12	12	2	49.6	20
5401	9	9	7	7	2	47.8	20
5402	15	15	12	12	3	51.4	20
5403	18	18	17	17	1	51.1	20
5404	18	21	14	17	4	49.25	20
5405	17	18	12	12	6	49.1	20
5406	15	15	9	9	6	41.0	3
5407	15	15	12	12	3	57.0	20
5408	16	16	13	13	3	56.7	20
5409	15	15	10	10	5	56.6	20
5410	20	20	14	14	6	57.0	20
5411	17	17	8	8	9	46.0	20
5412	15	15	11	11	4	51.0	20
5413	12	12	9	9	3	44.7	20
5414	15	15	13	13	2	57.0	20
5415	9	9	8	8	1	46.1	20
5416	9	9	8	8	1	57.0	20
5417	18	18	14	14	4	56.65	20
5418	11	11	10	10	1	46.0	20
5419	14	14	6	6	8	46.0	20
5420	20	20	14	14	6	56.75	20
5421	16	16	13	13	3	53.5	20
5422	16	16	13	13	3	65.25	20
5423	17	17	13	13	4	75.75	20
5424	8	8	6	6	2	85.95	20
5425	13	13	10	10	3	87.75	20
5426	11	11	9	9	2	93.6	20
5427	19	19	17	17	2	95.0	20
5428	10	10	10	10	0	97.0	20
5429	9	9	6	6	3	75.95	20
5430	17	17	11	11	6	94.2	20
5431	19	19	17	17	2	94.2	20
5432	10	10	10	10	0	95.45	20
5433	16	16	15	15	1	95.8	20
5434	14	14	11	11	3	94.65	20
5435	13	13	12	12	1	97.0	20
5436	18	18	10	10	8	91.3	20
5437	22	22	15	15	7	83.8	20
5438	15	15	11	11	4	76.85	20
5439	9	9	8	8	1	97.0	20
5440	17	17	15	15	2	87.75	20
5441	16	16	13	13	3	97.0	20
5442	15	15	12	12	3	91.75	20
5443	8	8	7	7	1	96.2	20
5444	15	15	11	11	4	95.8	20
5445	15	15	10	10	5	91.75	20
5446	16	16	13	13	3	95.8	20
5447	15	15	15	15	0	96.2	20
5448	13	13	12	12	1	97.0	20
5449	16	16	14	14	2	92.15	20
5450	18	18	16	16	2	97.0	20
5451	17	17	14	14	3	97.0	20
5452	17	17	15	15	2	96.2	20
5453	15	15	12	12	3	96.2	20
5454	16	16	13	13	3	97.0	20
5455	10	10	10	10	0	97.0	20
5456	22	22	18	18	4	97.0	20
5457	16	16	15	15	1	97.0	20
5458	19	19	14	14	5	95.8	20
5459	14	14	12	12	2	96.2	20
5460	11	11	10	10	1	92.15	20
5461	18	18	17	17	1	97.0	20
5462	11	11	10	10	1	97.0	20
5463	9	9	7	7	2	94.45	20
5464	14	14	8	8	6	76.15	20
5465	13	13	10	10	3	63.166666666666664	18
5466	13	13	9	9	4	49.45	20
5467	15	15	8	8	7	63.9	20
5468	16	17	11	12	5	80.4	20
5469	13	13	10	10	3	80.2	20
5470	14	14	13	13	1	79.05	20
5471	17	17	16	16	1	81.0	20
5472	18	18	14	14	4	56.6	20
5473	9	9	9	9	0	58.75	20
5474	20	20	14	14	6	60.0	1
5475	14	14	12	12	2	63.7	20
5476	12	12	11	11	1	86.2	20
5477	12	12	11	11	1	65.95	20
5478	8	8	8	8	0	87.85	20
5479	11	11	9	9	2	50.65	20
5480	13	13	12	12	1	40.0	3
5481	18	18	15	15	3	20.75	20
5482	15	15	12	12	3	29.7	20
5483	13	13	12	12	1	27.1	20
5484	17	17	14	14	3	24.25	20
5485	9	9	7	7	2	71.75	20
5486	19	19	17	17	2	97.0	20
5487	15	15	12	12	3	96.65	20
5488	14	14	12	12	2	53.6	20
5489	13	13	12	12	1	45.63636363636363	11
5490	13	13	10	10	3	46.05	20
5491	18	18	18	18	0	90.95	20
5492	10	12	8	10	2	99.8	20
5493	14	14	11	11	3	99.9	20
5494	13	13	12	12	1	88.4	20
5495	14	14	11	11	3	39.55	20
5496	18	18	12	12	6	36.0	9
5497	13	13	9	9	4	69.85	20
5498	15	15	13	13	2	57.6	20
5499	11	11	8	8	3	52.35294117647059	17
5500	19	19	16	16	3	51.95	20
5501	11	11	9	9	2	81.0	20
5502	15	15	12	12	3	79.45	20
5503	15	15	12	12	3	68.85	20
5504	12	12	9	9	3	48.4	15
5505	7	7	6	6	1	18.0	20
5506	13	13	9	9	4	81.45	20
5507	16	17	12	12	5	86.3	20
5508	12	12	11	11	1	96.6	20
5509	14	14	10	10	4	87.3	20
5510	11	11	11	11	0	87.05555555555556	18
5511	21	21	12	12	9	4.0	20
5512	17	18	17	18	0	81.0	20
5513	12	12	9	9	3	81.0	20
5514	7	7	4	4	3	81.0	20
5515	24	24	19	19	5	80.6	20
5516	9	9	7	7	2	80.6	20
5517	10	10	9	9	1	81.0	20
5518	10	10	9	9	1	71.2	20
5519	12	12	10	10	2	44.3	20
5520	10	10	8	8	2	38.0	20
5521	22	22	18	18	4	52.75	16
5522	16	16	14	14	2	97.0	20
5523	15	15	14	14	1	52.95	20
5524	20	20	18	18	2	14.55	20
5525	9	9	8	8	1	43.65	20
5526	19	19	18	18	1	38.4	20
5527	9	9	9	9	0	38.8	20
5528	11	11	11	11	0	14.55	20
5529	7	7	7	7	0	24.25	20
5530	17	17	15	15	2	38.8	20
5531	14	14	13	13	1	43.65	20
5532	9	9	6	6	3	38.8	20
5533	14	14	12	12	2	38.8	20
5534	14	15	10	11	4	58.2	20
5535	13	13	12	12	1	48.5	20
5536	11	11	10	10	1	14.55	20
5537	18	18	17	17	1	33.95	20
5538	10	10	10	10	0	28.7	20
5539	8	8	8	8	0	19.4	20
5540	26	27	22	23	4	29.1	20
5541	18	18	10	10	8	51.0	20
5542	9	9	8	8	1	21.9	20
5543	13	14	13	14	0	24.25	20
5544	16	16	14	14	2	29.1	20
5545	15	15	14	14	1	19.4	20
5546	11	11	9	9	2	9.7	20
5547	20	21	15	16	5	33.95	20
5548	19	19	14	14	5	38.4	20
5549	20	21	16	17	4	67.55	20
5550	12	12	10	10	2	96.6	20
5551	22	23	21	22	1	97.0	20
5552	14	14	12	12	2	97.0	20
5553	10	10	9	9	1	86.55	20
5554	15	15	10	10	5	97.0	20
5555	14	14	12	12	2	96.6	20
5556	23	23	18	18	5	96.25	20
5557	14	14	12	12	2	96.35	20
5558	16	16	16	16	0	89.45	20
5559	13	13	12	12	1	75.4	20
5560	19	19	13	13	6	69.9	20
5561	15	15	8	8	7	65.55	20
5562	15	15	10	10	5	54.8	20
5563	11	11	9	9	2	44.25	20
5564	15	15	10	10	5	41.72727272727273	11
5565	17	18	12	13	5	31.1	20
5566	12	12	9	9	3	54.0	2
5567	11	11	11	11	0	89.4	20
5568	13	13	10	10	3	105.0	20
5569	8	8	8	8	0	104.6	20
5570	15	15	13	13	2	104.75	20
5571	14	14	12	12	2	103.75	20
5572	19	19	16	16	3	104.75	20
5573	16	16	16	16	0	96.75	20
5574	11	11	11	11	0	87.6	20
5575	15	15	15	15	0	58.45	20
5576	9	9	8	8	1	39.69230769230769	13
5577	13	13	9	9	4	34.15	20
5578	20	20	15	15	5	82.5	20
5579	14	14	12	12	2	88.15	20
5580	16	16	10	10	6	87.85	20
5581	22	22	21	21	1	89.0	20
5582	14	14	12	12	2	87.0	20
5583	14	14	11	11	3	71.9	20
5584	13	13	13	13	0	50.9	20
5585	14	14	13	13	1	42.4	20
5586	16	16	12	12	4	43.2	5
5587	10	10	9	9	1	89.0	20
5588	16	16	11	11	5	85.0	20
5589	10	10	8	8	2	96.2	20
5590	8	8	6	6	2	96.6	20
5591	16	16	15	15	1	97.0	20
5592	19	20	14	15	5	97.0	20
5593	15	15	12	12	3	97.0	20
5594	12	12	10	10	2	96.2	20
5595	8	8	7	7	1	97.0	20
5596	21	21	19	19	2	90.85	20
5597	10	10	7	7	3	57.75	20
5598	8	8	8	8	0	45.45	20
5599	14	14	10	10	4	25.7	20
5600	9	9	7	7	2	40.8	20
5601	18	73	12	67	6	73.65	20
5602	19	19	15	15	4	88.15	20
5603	17	17	14	14	3	88.6	20
5604	17	17	12	12	5	88.6	20
5605	14	14	8	8	6	87.8	20
5606	13	13	11	11	2	41.92307692307692	13
5607	18	18	13	13	5	69.9	20
5608	17	17	12	12	5	88.2	20
5609	13	13	12	12	1	89.0	20
5610	13	13	11	11	2	87.72222222222223	18
5611	18	18	12	12	6	58.45	20
5612	11	11	10	10	1	92.7	20
5613	15	15	12	12	3	96.2	20
5614	12	12	11	11	1	97.0	20
5615	14	14	9	9	5	97.0	20
5616	19	19	16	16	3	97.0	20
5617	12	12	9	9	3	97.0	20
5618	16	16	12	12	4	94.5	20
5619	13	13	11	11	2	47.65	20
5620	13	13	8	8	5	46.35	20
5621	11	11	8	8	3	39.0	2
5622	17	18	13	13	5	45.2	20
5623	11	11	6	6	5	72.35	20
5624	25	26	21	22	4	61.30769230769231	13
5625	19	24	12	12	12	49.3	20
5626	17	17	14	14	3	25.0	20
5627	14	14	13	13	1	70.0	20
5628	9	9	8	8	1	94.2	20
5629	8	8	7	7	1	85.0	20
5630	16	16	14	14	2	77.35	20
5631	14	14	10	10	4	53.0	20
5632	13	13	8	8	5	42.0	5
5633	12	12	9	9	3	56.2	20
5634	13	13	10	10	3	67.8	20
5635	14	14	13	13	1	77.75	20
5636	16	16	10	10	6	50.2	15
5637	14	14	11	11	3	39.6	20
5638	8	8	7	7	1	96.45	20
5639	11	11	11	11	0	86.2	20
5640	16	16	14	14	2	48.9	20
5641	13	13	9	9	4	41.95	20
5642	16	16	13	13	3	42.0	20
5643	15	15	8	8	7	41.7	20
5644	21	21	18	18	3	44.666666666666664	3
5645	11	11	9	9	2	46.9	20
5646	15	15	9	9	6	49.45	20
5647	10	10	9	9	1	68.9	20
5648	13	13	11	11	2	96.25	20
5649	17	17	15	15	2	94.4	20
5650	17	17	17	17	0	96.35	20
5651	14	14	12	12	2	92.15	20
5652	19	19	14	14	5	96.6	20
5653	21	21	15	15	6	94.2	20
5654	13	13	10	10	3	93.85	20
5655	17	17	12	12	5	71.25	20
5656	12	14	7	9	5	54.2	20
5657	10	10	9	9	1	54.85	20
5658	8	9	5	6	3	49.6	20
5659	16	16	12	12	4	50.0	20
5660	14	14	11	11	3	50.0	20
5661	12	12	8	8	4	49.75	20
5662	14	14	11	11	3	48.5	20
5663	9	9	7	7	2	41.8	20
5664	16	16	14	14	2	44.45	20
5665	12	12	6	6	6	44.6875	16
5666	15	16	6	7	9	20.25	20
5667	20	20	17	17	3	65.4	20
5668	8	8	6	6	2	65.0	20
5669	15	15	11	11	4	39.55	20
5670	19	21	14	15	6	34.55555555555556	18
5671	17	17	14	14	3	12.9	20
5672	14	15	8	9	6	52.15	20
5673	11	11	8	8	3	72.4	20
5674	9	9	6	6	3	44.8	20
5675	16	16	16	16	0	32.5	2
5676	18	18	14	14	4	34.75	20
5677	15	15	10	10	5	62.7	20
5678	17	17	12	12	5	38.0	3
5679	13	13	8	8	5	15.25	20
5680	15	16	9	9	7	33.65	20
5681	17	17	13	13	4	64.8	20
5682	15	15	9	9	6	93.85	20
5683	10	10	9	9	1	97.0	20
5684	11	11	10	10	1	97.0	20
5685	7	7	6	6	1	95.8	20
5686	12	12	10	10	2	89.6	20
5687	13	13	11	11	2	57.35	20
5688	13	13	13	13	0	23.6	20
5689	10	11	8	9	2	20.6	20
5690	16	16	10	10	6	27.0	5
5691	13	13	10	10	3	67.0	20
5692	18	18	16	16	2	96.6	20
5693	13	13	12	12	1	96.2	20
5694	12	12	10	10	2	96.2	20
5695	18	18	14	14	4	94.75	20
5696	15	15	13	13	2	69.0	20
5697	9	9	9	9	0	42.0	3
5698	11	12	8	9	3	48.45	20
5699	18	18	15	15	3	72.0	20
5700	19	19	15	15	4	87.1	20
5701	15	15	11	11	4	89.4	20
5702	10	10	6	6	4	89.0	20
5703	12	12	11	11	1	88.6	20
5704	7	7	5	5	2	70.45	20
5705	12	12	9	9	3	43.0	14
5706	9	9	9	9	0	44.35	20
5707	14	14	12	12	2	87.85	20
5708	13	13	11	11	2	96.6	20
5709	10	10	7	7	3	96.6	20
5710	16	16	13	13	3	95.4	20
5711	17	17	9	9	8	92.3	20
5712	16	16	12	12	4	45.142857142857146	14
5713	21	21	16	16	5	95.6	20
5714	20	20	16	16	4	96.6	20
5715	14	14	13	13	1	81.85	20
5716	19	21	13	15	6	95.6	20
5717	14	14	10	10	4	64.8	20
5718	6	6	5	5	1	63.45	20
5719	13	13	10	10	3	57.25	20
5720	13	13	9	9	4	59.21052631578947	19
5721	11	11	7	7	4	42.6	20
5722	15	15	10	10	5	53.0	20
5723	22	22	14	14	8	45.0	20
5724	8	8	8	8	0	53.25	20
5725	8	8	7	7	1	45.75	20
5726	13	13	11	11	2	53.3	20
5727	13	13	10	10	3	58.15	20
5728	21	21	17	17	4	64.3	20
5729	17	17	15	15	2	81.5	20
5730	16	16	15	15	1	95.15	20
5731	14	14	14	14	0	97.0	20
5732	10	10	10	10	0	96.65	20
5733	19	19	14	14	5	97.0	20
5734	13	13	12	12	1	96.6	20
5735	14	14	14	14	0	97.0	20
5736	13	13	10	10	3	95.2	20
5737	10	10	8	8	2	95.4	20
5738	11	11	8	8	3	97.0	20
5739	11	11	10	10	1	97.0	20
5740	18	18	14	14	4	96.6	20
5741	13	13	12	12	1	96.2	20
5742	20	25	15	20	5	90.55	20
5743	10	10	10	10	0	96.2	20
5744	12	12	9	9	3	90.95	20
5745	12	12	11	11	1	96.2	20
5746	14	14	12	12	2	96.6	20
5747	16	16	14	14	2	96.6	20
5748	8	8	8	8	0	96.0	20
5749	16	16	12	12	4	97.0	20
5750	17	17	15	15	2	95.8	20
5751	11	11	6	6	5	96.6	20
5752	23	23	19	19	4	96.65	20
5753	16	16	14	14	2	96.0	20
5754	11	11	9	9	2	97.0	20
5755	21	21	18	18	3	97.0	20
5756	14	14	13	13	1	92.05	20
5757	14	14	11	11	3	82.95	20
5758	22	22	14	14	8	82.0	20
5759	15	15	9	9	6	81.6	20
5760	13	13	11	11	2	74.35	20
5761	13	13	8	8	5	56.2	20
5762	14	14	10	10	4	56.6	20
5763	13	13	10	10	3	49.5	20
5764	17	17	14	14	3	48.85	20
5765	17	17	13	13	4	40.95	20
5766	19	19	13	13	6	37.6	20
5767	10	10	10	10	0	39.8	20
5768	21	21	17	17	4	45.9	20
5769	15	15	12	12	3	46.3	20
5770	13	13	7	7	6	44.25	20
5771	10	10	9	9	1	45.0	6
5772	10	10	7	7	3	57.35	20
5773	7	7	5	5	2	66.25	20
5774	14	14	7	7	7	32.8	20
5775	13	14	12	13	1	99.5	20
5776	16	16	12	12	4	99.5	20
5777	13	13	10	10	3	100.0	20
5778	17	17	16	16	1	92.4	20
5779	14	14	12	12	2	56.25	20
5780	11	11	9	9	2	43.5	8
5781	13	13	9	9	4	40.0	20
5782	18	19	10	10	9	45.95	20
5783	13	13	10	10	3	77.4	20
5784	16	16	12	12	4	93.3	20
5785	14	14	12	12	2	96.6	20
5786	16	16	12	12	4	95.0	20
5787	19	19	16	16	3	97.0	20
5788	12	12	11	11	1	91.75	20
5789	9	9	8	8	1	95.8	20
5790	14	14	11	11	3	95.0	20
5791	15	15	15	15	0	91.0	20
5792	18	18	16	16	2	67.5	20
5793	21	21	17	17	4	48.95	20
5794	9	9	6	6	3	48.2	10
5795	8	8	8	8	0	45.75	20
5796	18	18	15	15	3	104.6	20
5797	18	19	14	14	5	100.8	20
5798	11	11	8	8	3	81.5	20
5799	12	12	10	10	2	62.666666666666664	3
5800	9	9	8	8	1	36.95	20
5801	15	15	14	14	1	79.2	20
5802	21	42	16	37	5	94.3	20
5803	10	10	10	10	0	91.4	20
5804	11	11	10	10	1	97.95	20
5805	9	9	8	8	1	97.2	20
5806	18	18	17	17	1	97.5	20
5807	14	15	13	14	1	73.23529411764706	17
5808	16	16	13	13	3	45.2	20
5809	23	23	17	17	6	54.7	20
5810	11	11	8	8	3	90.25	20
5811	12	12	10	10	2	97.0	20
5812	13	13	10	10	3	97.0	20
5813	18	18	15	15	3	96.6	20
5814	9	9	8	8	1	97.0	20
5815	13	13	11	11	2	96.6	20
5816	6	6	6	6	0	97.0	20
5817	15	15	15	15	0	96.6	20
5818	12	12	10	10	2	97.0	20
5819	20	20	17	17	3	96.75	20
5820	12	12	11	11	1	85.25	20
5821	7	7	7	7	0	37.2	20
5822	13	15	13	15	0	44.625	8
5823	17	17	15	15	2	3.7	20
5824	14	14	11	11	3	12.25	20
5825	12	12	10	10	2	17.6	20
5826	8	8	6	6	2	12.25	20
5827	12	12	8	8	4	39.1	20
5828	19	19	14	14	5	55.0	3
5829	14	14	11	11	3	41.6	20
5830	16	16	14	14	2	37.3	20
5831	16	16	12	12	4	52.35	20
5832	17	17	11	11	6	75.0	20
5833	13	13	11	11	2	96.6	20
5834	12	12	9	9	3	96.6	20
5835	15	15	12	12	3	96.6	20
5836	23	23	19	19	4	97.0	20
5837	13	13	10	10	3	61.0	20
5838	6	6	6	6	0	41.0	8
5839	12	12	6	6	6	22.1	20
5840	8	8	8	8	0	88.35	20
5841	9	9	8	8	1	87.85	20
5842	9	9	8	8	1	83.55	20
5843	13	13	10	10	3	79.2	20
5844	16	16	13	13	3	89.0	20
5845	17	17	16	16	1	88.6	20
5846	6	6	6	6	0	86.5	20
5847	12	12	8	8	4	76.95	20
5848	17	17	11	11	6	37.266666666666666	15
5849	10	10	8	8	2	63.15	20
5850	10	10	5	5	5	76.4	20
5851	14	14	11	11	3	62.45	20
5852	11	11	8	8	3	60.75	20
5853	11	12	9	10	2	61.0	20
5854	17	17	14	14	3	59.7	20
5855	11	11	7	7	4	63.05	20
5856	12	12	11	11	1	60.95	20
5857	10	10	9	9	1	73.0	20
5858	12	12	8	8	4	79.5	20
5859	10	10	8	8	2	80.6	20
5860	17	17	13	13	4	81.0	20
5861	14	14	13	13	1	80.6	20
5862	12	12	8	8	4	81.0	20
5863	12	12	10	10	2	81.0	20
5864	16	16	12	12	4	80.35	20
5865	10	10	7	7	3	81.0	20
5866	17	17	11	11	6	81.0	20
5867	7	7	5	5	2	81.0	20
5868	20	20	18	18	2	80.6	20
5869	18	18	17	17	1	81.0	20
5870	13	13	13	13	0	81.0	20
5871	13	13	8	8	5	81.0	20
5872	17	17	13	13	4	81.0	20
5873	13	13	9	9	4	81.0	20
5874	23	23	19	19	4	81.0	20
5875	16	16	15	15	1	76.95	20
5876	9	9	7	7	2	81.0	20
5877	7	7	7	7	0	76.95	20
