Datsetid	Players_total	No.ofalignments	Players_active	Usable_alignments	Empty_alignments	Maxscoreperread	Readnumber
2720	10	10	7	7	3	53.45	20
2721	11	11	9	9	2	78.15	20
2722	12	12	9	9	3	91.5	20
2723	17	17	13	13	4	90.7	20
2724	8	8	8	8	0	90.05	20
2725	14	14	12	12	2	92.05	20
2726	10	11	8	9	2	91.6	20
2727	18	18	15	15	3	86.35	20
2728	11	13	9	9	4	55.65	20
2729	14	15	12	13	2	58.0	1
2730	16	16	7	7	9	38.7	20
2731	18	18	13	13	5	86.65	20
2732	12	12	12	12	0	78.85	20
2733	9	9	9	9	0	50.45	20
2734	11	11	7	7	4	43.0	4
2735	14	14	8	8	6	2.0	20
2736	23	23	20	20	3	57.55	20
2737	13	13	10	10	3	46.8	20
2738	9	9	8	8	1	44.333333333333336	3
2739	22	22	16	16	6	56.9	20
2740	21	22	20	21	1	80.2	20
2741	14	14	12	12	2	45.85	20
2742	11	12	8	9	3	32.0	1
2743	8	8	6	6	2	38.4	20
2744	7	7	7	7	0	63.2	20
2745	13	14	11	12	2	96.5	20
2746	16	16	13	13	3	98.9	20
2747	21	23	19	21	2	97.2	20
2748	11	11	10	10	1	98.95	20
2749	9	9	8	8	1	94.15	20
2750	6	6	5	5	1	98.65	20
2751	24	24	21	21	3	97.4	20
2752	19	19	16	16	3	97.7	20
2753	14	14	13	13	1	99.2	20
2754	17	17	14	14	3	94.8	20
2755	14	14	13	13	1	77.9	20
2756	11	12	9	10	2	65.25	20
2757	12	12	9	9	3	36.5	14
2758	14	14	10	10	4	62.65	20
2759	7	7	6	6	1	63.54545454545455	11
2760	22	22	16	16	6	95.85	20
2761	19	19	12	12	7	97.0	20
2762	18	18	16	16	2	93.4	20
2763	13	13	9	9	4	95.8	20
2764	17	17	17	17	0	95.9	20
2765	11	11	9	9	2	96.2	20
2766	24	24	15	15	9	90.2	20
2767	19	19	15	15	4	96.6	20
2768	11	11	9	9	2	96.25	20
2769	16	16	14	14	2	95.85	20
2770	12	12	10	10	2	89.45	20
2771	13	13	12	12	1	97.0	20
2772	11	12	10	10	2	96.6	20
2773	17	17	13	13	4	95.8	20
2774	14	14	14	14	0	97.0	20
2775	17	17	15	15	2	95.4	20
2776	15	15	13	13	2	94.9	20
2777	16	16	14	14	2	91.8	20
2778	14	14	10	10	4	77.9	20
2779	12	12	9	9	3	60.95	20
2780	16	16	12	12	4	53.0	20
2781	12	12	10	10	2	47.6	20
2782	13	13	5	5	8	31.2	20
2783	13	13	7	7	6	31.6	20
2784	20	20	11	11	9	30.7	20
2785	12	12	9	9	3	33.0	11
2786	12	12	9	9	3	37.85	20
2787	15	15	12	12	3	43.0	20
2788	18	18	14	14	4	43.45	20
2789	15	15	10	10	5	44.7	20
2790	12	12	9	9	3	53.15	20
2791	16	16	15	15	1	69.9	20
2792	9	9	7	7	2	73.8	20
2793	12	16	9	12	4	85.45	20
2794	17	17	14	14	3	84.1	20
2795	14	14	7	7	7	87.4	20
2796	10	10	8	8	2	87.0	20
2797	11	11	10	10	1	85.6	20
2798	15	15	11	11	4	88.75	20
2799	13	13	11	11	2	87.05	20
2800	19	19	14	14	5	89.0	20
2801	12	12	11	11	1	88.6	20
2802	8	8	7	7	1	89.0	20
2803	16	16	12	12	4	89.0	20
2804	17	17	12	12	5	89.0	20
2805	8	8	7	7	1	87.85	20
2806	12	12	8	8	4	88.65	20
2807	7	7	5	5	2	88.6	20
2808	13	13	13	13	0	88.25	20
2809	19	19	16	16	3	88.6	20
2810	25	25	21	21	4	87.8	20
2811	6	6	6	6	0	88.2	20
2812	18	18	14	14	4	89.0	20
2813	15	15	14	14	1	89.0	20
2814	15	15	13	13	2	87.1	20
2815	210	210	162	162	48	83.05	20
2816	12	12	8	8	4	50.0	20
2817	9	9	8	8	1	48.8	20
2818	18	18	10	10	8	46.55	20
2819	11	11	8	8	3	34.45	20
2820	16	17	12	13	4	34.6	20
2821	16	16	15	15	1	32.15	20
2822	12	13	11	12	1	31.85	20
2823	10	10	8	8	2	26.0	20
2824	17	17	13	13	4	29.714285714285715	14
2825	14	14	12	12	2	32.0	20
2826	16	16	13	13	3	31.2	20
2827	10	10	8	8	2	38.5	20
2828	14	14	14	14	0	58.0	20
2829	18	18	12	12	6	55.8	20
2830	15	15	13	13	2	56.05	20
2831	16	16	13	13	3	58.0	20
2832	10	10	7	7	3	57.25	20
2833	19	19	14	14	5	56.05	20
2834	18	18	13	13	5	57.65	20
2835	15	17	10	10	7	39.15	20
2836	19	19	15	15	4	28.0	20
2837	15	15	8	8	7	35.15	20
2838	19	19	15	15	4	37.0	4
2839	16	16	15	15	1	69.2	20
2840	12	12	10	10	2	89.0	20
2841	16	16	15	15	1	87.8	20
2842	13	13	13	13	0	48.65	20
2843	12	12	10	10	2	31.4	5
2844	19	19	12	12	7	86.7	20
2845	4	4	4	4	0	87.9	20
2846	16	16	13	13	3	88.2	20
2847	12	12	11	11	1	45.7	20
2848	11	11	9	9	2	37.1	20
2849	16	16	14	14	2	53.35	20
2850	13	13	12	12	1	73.1	20
2851	26	26	25	25	1	99.6	20
2852	16	16	16	16	0	99.5	20
2853	11	11	10	10	1	97.9	20
2854	15	15	14	14	1	95.85	20
2855	20	24	15	19	5	83.35	20
2856	11	11	9	9	2	72.6	20
2857	13	13	10	10	3	31.944444444444443	18
2858	13	13	11	11	2	51.75	20
2859	19	19	15	15	4	87.25	20
2860	10	10	6	6	4	87.4	20
2861	19	19	16	16	3	87.0	20
2862	13	13	9	9	4	88.25	20
2863	10	11	5	6	5	74.5	20
2864	12	12	12	12	0	40.0	11
2865	14	14	7	7	7	48.65	20
2866	20	20	13	13	7	86.55	20
2867	20	20	17	17	3	87.05	20
2868	10	10	9	9	1	88.6	20
2869	13	13	10	10	3	57.8	20
2870	21	21	16	16	5	50.0	3
2871	10	10	9	9	1	43.9	20
2872	13	13	12	12	1	95.85	20
2873	16	16	14	14	2	96.6	20
2874	12	12	11	11	1	88.8	20
2875	13	13	7	7	6	44.833333333333336	12
2876	12	12	8	8	4	76.35	20
2877	8	8	7	7	1	95.85	20
2878	18	18	15	15	3	81.25	20
2879	22	22	17	17	5	48.8	5
2880	18	18	12	12	6	41.55	20
2881	14	14	11	11	3	47.05	20
2882	16	16	15	15	1	71.0	20
2883	9	9	8	8	1	92.7	20
2884	21	21	16	16	5	93.4	20
2885	15	15	13	13	2	93.15	20
2886	8	8	7	7	1	94.2	20
2887	14	14	11	11	3	92.25	20
2888	12	12	11	11	1	93.8	20
2889	10	11	8	9	2	92.6	20
2890	12	12	10	10	2	92.0	20
2891	11	11	10	10	1	62.65	20
2892	9	9	8	8	1	63.0	6
2893	14	15	12	13	2	80.0	20
2894	17	17	15	15	2	74.6	20
2895	15	16	15	16	0	40.0	20
2896	14	14	13	13	1	35.25	20
2897	15	15	14	14	1	64.6	20
2898	16	16	13	13	3	98.4	20
2899	16	18	11	11	7	53.7	20
2900	12	12	8	8	4	54.95	20
2901	12	12	8	8	4	53.7	20
2902	13	13	10	10	3	54.0	20
2903	9	9	5	5	4	53.6	20
2904	15	15	10	10	5	53.6	20
2905	11	11	8	8	3	53.6	20
2906	9	11	8	10	1	55.0	20
2907	10	10	8	8	2	44.65	20
2908	13	13	9	9	4	54.85	20
2909	17	17	8	8	9	54.9	20
2910	15	15	13	13	2	55.0	8
2911	8	8	6	6	2	36.15	20
2912	19	19	14	14	5	41.25	20
2913	13	13	11	11	2	44.1	20
2914	13	13	8	8	5	48.7	20
2915	8	8	6	6	2	49.1	20
2916	14	14	8	8	6	72.3	20
2917	23	23	17	17	6	72.9	20
2918	6	6	5	5	1	77.65	20
2919	20	20	16	16	4	86.4	20
2920	16	16	14	14	2	89.0	20
2921	15	15	11	11	4	88.65	20
2922	11	11	9	9	2	87.85	20
2923	14	14	13	13	1	88.6	20
2924	8	8	6	6	2	88.2	20
2925	13	14	9	10	4	87.2	20
2926	9	9	7	7	2	88.6	20
2927	22	22	16	16	6	89.0	20
2928	12	12	10	10	2	88.6	20
2929	12	12	8	8	4	87.4	20
2930	9	9	7	7	2	88.6	20
2931	14	14	9	9	5	87.85	20
2932	10	10	9	9	1	89.0	20
2933	21	21	16	16	5	89.0	20
2934	15	15	14	14	1	88.2	20
2935	11	11	10	10	1	89.0	20
2936	14	14	12	12	2	87.8	20
2937	13	13	11	11	2	87.8	20
2938	15	15	12	12	3	89.0	20
2939	15	15	12	12	3	88.2	20
2940	11	11	8	8	3	88.2	20
2941	10	10	9	9	1	88.6	20
2942	18	18	15	15	3	87.8	20
2943	24	26	19	21	5	89.0	20
2944	9	9	7	7	2	89.0	20
2945	11	12	9	10	2	87.55	20
2946	14	14	11	11	3	89.0	20
2947	14	14	11	11	3	87.55	20
2948	10	10	7	7	3	87.6	20
2949	15	15	14	14	1	69.5	20
2950	22	22	17	17	5	69.0	20
2951	9	9	7	7	2	61.25	20
2952	13	13	11	11	2	48.45	20
2953	14	14	12	12	2	42.1	20
2954	11	11	8	8	3	44.5	20
2955	15	15	13	13	2	40.65	20
2956	15	16	12	13	3	39.3	20
2957	7	7	6	6	1	36.7	20
2958	16	16	7	7	9	33.833333333333336	12
2959	17	17	10	10	7	27.15	20
2960	16	16	12	12	4	32.2	20
2961	11	11	8	8	3	39.95	20
2962	18	18	13	13	5	87.2	20
2963	11	11	10	10	1	99.5	20
2964	12	13	9	10	3	99.6	20
2965	14	14	13	13	1	99.55	20
2966	11	11	9	9	2	96.55	20
2967	11	11	9	9	2	94.9	20
2968	20	20	19	19	1	99.1	20
2969	17	17	13	13	4	55.95	20
2970	7	7	3	3	4	43.95	20
2971	12	12	10	10	2	48.15384615384615	13
2972	10	10	5	5	5	31.5	20
2973	15	15	12	12	3	92.85	20
2974	19	19	16	16	3	99.85	20
2975	16	16	16	16	0	99.9	20
2976	12	12	10	10	2	99.15	20
2977	16	16	15	15	1	94.15	20
2978	15	15	12	12	3	94.85	20
2979	18	18	16	16	2	97.65	20
2980	13	13	13	13	0	86.8	20
2981	7	7	7	7	0	77.35	20
2982	11	11	9	9	2	59.3	20
2983	11	11	8	8	3	43.25	12
2984	16	16	12	12	4	65.5	20
2985	16	17	14	15	2	97.15	20
2986	15	15	15	15	0	91.75	20
2987	12	12	9	9	3	92.35	20
2988	16	16	16	16	0	99.25	20
2989	16	16	10	10	6	99.45	20
2990	14	14	13	13	1	99.0	20
2991	13	13	10	10	3	99.0	20
2992	13	15	13	15	0	87.6	20
2993	15	15	12	12	3	98.9	20
2994	13	13	13	13	0	94.4	20
2995	19	19	17	17	2	63.05	20
2996	10	10	10	10	0	52.578947368421055	19
2997	15	15	11	11	4	79.5	20
2998	12	12	10	10	2	95.8	20
2999	17	17	15	15	2	95.8	20
3000	9	9	8	8	1	85.9	20
3001	16	17	11	12	5	45.6	20
3002	13	13	9	9	4	81.25	20
3003	12	12	10	10	2	88.85	20
3004	10	10	7	7	3	36.0	10
3005	18	18	14	14	4	24.0	17
3006	19	20	16	17	3	52.7	20
3007	15	15	12	12	3	51.25	20
3008	15	15	10	10	5	47.25	20
3009	18	18	13	13	5	45.05	20
3010	11	11	9	9	2	56.55	20
3011	14	14	13	13	1	66.0	20
3012	14	15	11	11	4	59.75	20
3013	12	12	8	8	4	23.55	20
3014	13	13	11	11	2	26.25	20
3015	12	12	7	7	5	24.75	20
3016	14	14	12	12	2	18.6	20
3017	15	15	14	14	1	29.75	20
3018	14	14	12	12	2	22.25	20
3019	16	16	11	11	5	13.35	20
3020	16	17	13	14	3	26.05	20
3021	21	24	17	18	6	19.25	20
3022	15	15	12	12	3	24.3	20
3023	14	15	8	9	6	34.285714285714285	14
3024	12	12	9	9	3	49.65	20
3025	9	9	7	7	2	49.15	20
3026	13	13	11	11	2	77.85	20
3027	13	13	12	12	1	95.1	20
3028	17	17	13	13	4	95.85	20
3029	12	12	10	10	2	96.25	20
3030	11	13	8	8	5	96.6	20
3031	18	18	16	16	2	95.8	20
3032	22	22	18	18	4	95.85	20
3033	10	10	10	10	0	95.85	20
3034	11	11	10	10	1	71.9	20
3035	18	18	14	14	4	43.1	20
3036	19	19	15	15	4	31.5	4
3037	11	11	9	9	2	32.25	20
3038	18	18	11	11	7	45.0	20
3039	11	11	4	4	7	47.0	20
3040	15	15	11	11	4	48.0	20
3041	13	13	7	7	6	46.6	20
3042	18	18	13	13	5	45.0	20
3043	13	13	10	10	3	48.0	20
3044	21	21	15	15	6	47.6	20
3045	10	10	8	8	2	47.6	20
3046	10	10	7	7	3	47.7	20
3047	10	10	7	7	3	48.0	20
3048	11	11	9	9	2	48.0	20
3049	12	12	8	8	4	50.15	20
3050	23	23	16	16	7	53.95	20
3051	18	18	15	15	3	63.5	20
3052	15	15	11	11	4	65.0	20
3053	21	21	15	15	6	65.0	20
3054	21	21	16	16	5	61.8	20
3055	15	15	13	13	2	66.5	20
3056	14	14	11	11	3	73.75	20
3057	20	20	17	17	3	81.7	20
3058	14	14	12	12	2	87.75	20
3059	12	12	11	11	1	89.6	20
3060	9	9	9	9	0	87.9	20
3061	12	12	11	11	1	80.75	20
3062	9	9	7	7	2	88.95	20
3063	14	14	10	10	4	87.35	20
3064	6	6	4	4	2	88.35	20
3065	15	15	11	11	4	90.0	20
3066	13	13	10	10	3	88.0	20
3067	8	8	6	6	2	87.55	20
3068	11	12	10	11	1	89.2	20
3069	8	8	8	8	0	89.35	20
3070	15	15	12	12	3	90.0	20
3071	14	14	14	14	0	86.9	20
3072	14	14	13	13	1	89.2	20
3073	20	20	14	14	6	90.0	20
3074	15	15	11	11	4	89.2	20
3075	8	8	8	8	0	89.2	20
3076	17	17	12	12	5	89.6	20
3077	17	18	13	13	5	88.8	20
3078	16	16	13	13	3	89.6	20
3079	17	17	14	14	3	86.8	20
3080	12	12	10	10	2	81.9	20
3081	13	13	12	12	1	88.8	20
3082	18	18	14	14	4	89.6	20
3083	19	24	19	24	0	90.0	20
3084	15	17	10	10	7	88.8	20
3085	8	8	7	7	1	90.0	20
3086	13	13	10	10	3	89.6	20
3087	15	15	11	11	4	89.7	20
3088	13	13	11	11	2	89.2	20
3089	12	12	9	9	3	89.2	20
3090	19	19	18	18	1	89.2	20
3091	9	9	6	6	3	90.0	20
3092	20	20	17	17	3	89.6	20
3093	13	13	10	10	3	90.0	20
3094	13	13	11	11	2	87.2	20
3095	13	14	11	12	2	89.6	20
3096	19	19	12	12	7	89.6	20
3097	15	15	14	14	1	88.8	20
3098	18	18	14	14	4	89.6	20
3099	13	13	12	12	1	88.4	20
3100	16	16	14	14	2	88.6	20
3101	10	10	9	9	1	90.0	20
3102	20	20	17	17	3	89.2	20
3103	16	16	11	11	5	84.65	20
3104	14	14	13	13	1	89.6	20
3105	16	16	13	13	3	88.8	20
3106	13	13	12	12	1	88.95	20
3107	11	11	8	8	3	89.2	20
3108	16	16	14	14	2	90.35	20
3109	20	20	17	17	3	90.7	20
3110	13	13	11	11	2	86.45	20
3111	12	12	9	9	3	89.0	20
3112	13	13	12	12	1	89.35	20
3113	12	12	10	10	2	90.0	20
3114	11	11	8	8	3	89.35	20
3115	10	10	8	8	2	89.6	20
3116	15	15	11	11	4	89.2	20
3117	20	20	17	17	3	89.6	20
3118	17	17	13	13	4	88.25	20
3119	14	14	13	13	1	88.15	20
3120	14	14	11	11	3	87.8	20
3121	7	26	7	26	0	88.55	20
3122	13	13	13	13	0	88.4	20
3123	35	35	8	8	27	83.25	20
3124	14	14	9	9	5	79.2	20
3125	13	13	10	10	3	77.8	20
3126	12	12	10	10	2	70.3	20
3127	11	11	8	8	3	68.7	20
3128	16	16	13	13	3	68.6	20
3129	20	20	14	14	6	68.0	20
3130	18	18	11	11	7	67.8	20
3131	16	16	12	12	4	67.1	20
3132	16	16	14	14	2	47.8	20
3133	15	15	13	13	2	40.0	20
3134	16	16	13	13	3	41.35	20
3135	12	12	10	10	2	43.4	20
3136	18	18	14	14	4	45.6	20
3137	19	19	17	17	2	46.0	20
3138	26	28	16	17	11	45.1	20
3139	18	18	16	16	2	44.0	20
3140	19	20	14	15	5	34.35	20
3141	13	13	9	9	4	30.6	20
3142	14	14	9	9	5	26.5	20
3143	13	13	10	10	3	49.0	20
3144	10	10	6	6	4	51.25	20
3145	17	17	10	10	7	64.25	20
3146	14	14	11	11	3	80.95	20
3147	18	18	14	14	4	99.15	20
3148	18	18	16	16	2	99.3	20
3149	19	19	13	13	6	98.0	20
3150	13	13	12	12	1	97.4	20
3151	13	13	8	8	5	100.0	20
3152	16	16	12	12	4	94.9	20
3153	16	16	13	13	3	99.8	20
3154	15	15	12	12	3	49.6	20
3155	14	14	12	12	2	68.5	20
3156	14	14	13	13	1	77.0	20
3157	12	12	10	10	2	65.05	20
3158	11	11	8	8	3	60.4	20
3159	11	11	9	9	2	73.25	20
3160	15	15	12	12	3	77.0	1
3161	18	18	12	12	6	43.65	20
3162	11	11	8	8	3	71.05	20
3163	15	15	11	11	4	94.85	20
3164	12	12	8	8	4	96.6	20
3165	17	17	14	14	3	95.8	20
3166	23	23	19	19	4	96.2	20
3167	18	18	17	17	1	84.85	20
3168	14	14	12	12	2	54.0	10
3169	15	15	13	13	2	46.35	20
3170	17	17	13	13	4	94.1	20
3171	15	15	14	14	1	66.7	20
3172	12	12	10	10	2	58.2	20
3173	13	13	11	11	2	86.1	20
3174	10	10	6	6	4	69.1	20
3175	14	14	8	8	6	36.833333333333336	12
3176	12	12	12	12	0	2.4	20
3177	14	14	12	12	2	59.38461538461539	13
3178	17	17	10	10	7	39.7	20
3179	13	13	10	10	3	70.35	20
3180	11	11	8	8	3	76.0	20
3181	16	16	13	13	3	76.0	20
3182	7	7	6	6	1	75.0	20
3183	13	14	10	11	3	46.8	20
3184	15	15	11	11	4	46.63157894736842	19
3185	16	16	10	10	6	36.05	20
3186	18	18	11	11	7	41.45	20
3187	19	19	17	17	2	91.5	20
3188	20	20	16	16	4	96.6	20
3189	13	13	12	12	1	97.0	20
3190	12	12	11	11	1	82.25	20
3191	11	11	10	10	1	54.44444444444444	18
3192	14	14	11	11	3	34.85	20
3193	9	9	8	8	1	60.65	20
3194	8	8	7	7	1	77.75	20
3195	21	21	16	16	5	60.75	20
3196	7	7	5	5	2	33.4	10
3197	12	12	10	10	2	51.4	20
3198	19	19	18	18	1	95.2	20
3199	18	18	14	14	4	97.0	20
3200	13	14	11	11	3	96.2	20
3201	15	15	14	14	1	62.95	20
3202	17	18	13	14	4	60.7	20
3203	9	9	7	7	2	56.1	20
3204	17	17	12	12	5	46.6	20
3205	12	12	10	10	2	72.6	20
3206	14	14	12	12	2	70.45	20
3207	19	19	15	15	4	57.2	20
3208	6	6	6	6	0	44.666666666666664	12
3209	18	18	9	9	9	44.85	20
3210	18	18	15	15	3	88.25	20
3211	21	21	16	16	5	83.4	20
3212	12	12	11	11	1	50.2	20
3213	14	14	12	12	2	32.0	12
3214	12	12	9	9	3	64.6	20
3215	12	12	9	9	3	89.0	20
3216	11	15	9	13	2	88.6	20
3217	10	10	8	8	2	83.95	20
3218	14	14	8	8	6	53.10526315789474	19
3219	11	11	10	10	1	40.1	20
3220	19	19	19	19	0	79.55	20
3221	20	22	17	19	3	88.6	20
3222	13	13	12	12	1	87.95	20
3223	8	8	8	8	0	65.2	20
3224	12	12	12	12	0	52.0	6
3225	14	14	10	10	4	38.5	20
3226	15	15	10	10	5	63.25	20
3227	13	13	11	11	2	97.7	20
3228	10	10	10	10	0	97.1	20
3229	10	10	8	8	2	98.8	20
3230	11	11	9	9	2	99.0	20
3231	15	15	13	13	2	86.2	20
3232	9	9	8	8	1	38.5	20
3233	12	12	7	7	5	38.0	5
3234	10	10	8	8	2	4.5	20
3235	15	15	10	10	5	76.95	20
3236	11	11	10	10	1	49.0	6
3237	16	16	11	11	5	86.95	20
3238	14	14	10	10	4	99.55	20
3239	19	19	18	18	1	100.35	20
3240	16	16	13	13	3	98.95	20
3241	18	18	14	14	4	98.8	20
3242	16	16	11	11	5	91.75	20
3243	15	15	13	13	2	51.8	20
3244	10	10	6	6	4	33.0	20
3245	10	11	6	7	4	26.0	2
3246	17	17	15	15	2	46.6	20
3247	8	8	6	6	2	72.45	20
3248	14	14	14	14	0	95.55	20
3249	14	14	12	12	2	96.0	20
3250	16	16	13	13	3	44.5	20
3251	20	20	14	14	6	53.85	20
3252	15	15	14	14	1	92.6	20
3253	14	14	11	11	3	96.2	20
3254	18	18	15	15	3	90.55	20
3255	9	9	8	8	1	54.35	20
3256	13	13	12	12	1	43.0	5
3257	15	15	12	12	3	43.0	20
3258	12	12	9	9	3	89.0	20
3259	12	12	11	11	1	86.15	20
3260	12	12	9	9	3	70.85	20
3261	12	12	10	10	2	41.0	2
3262	17	17	14	14	3	26.25	20
3263	17	17	16	16	1	70.5	12
3264	12	12	10	10	2	78.45	20
3265	14	14	14	14	0	103.25	20
3266	10	10	7	7	3	103.45	20
3267	18	18	13	13	5	103.2	20
3268	15	15	13	13	2	103.5	20
3269	13	13	12	12	1	103.1	20
3270	12	12	11	11	1	102.85	20
3271	19	19	15	15	4	91.95	20
3272	15	15	13	13	2	50.8	20
3273	19	20	17	18	2	35.0	3
3274	21	21	20	20	1	56.4	20
3275	11	11	7	7	4	68.35	20
3276	13	13	9	9	4	97.0	20
3277	12	12	11	11	1	84.3	20
3278	13	14	9	10	4	35.0	1
3279	13	13	9	9	4	54.15	20
3280	15	15	14	14	1	87.8	20
3281	22	23	20	21	2	88.6	20
3282	9	10	8	9	1	51.6	15
3283	18	19	10	10	9	36.05	20
3284	18	18	15	15	3	38.6	20
3285	16	16	11	11	5	37.8	20
3286	17	17	13	13	4	38.85	20
3287	8	8	7	7	1	38.95	20
3288	11	11	8	8	3	42.25	20
3289	24	24	14	14	10	43.0	20
3290	15	15	9	9	6	49.6	20
3291	18	18	12	12	6	49.3	20
3292	15	15	12	12	3	50.7	20
3293	14	14	10	10	4	52.0	20
3294	18	19	14	15	4	51.5	20
3295	13	13	12	12	1	50.7	20
3296	15	15	12	12	3	50.7	20
3297	13	13	7	7	6	50.0	20
3298	18	18	16	16	2	50.0	20
3299	15	15	8	8	7	50.0	20
3300	10	10	7	7	3	50.0	20
3301	19	19	15	15	4	49.6	20
3302	16	29	11	24	5	50.0	20
3303	16	16	12	12	4	50.0	20
3304	11	11	8	8	3	47.3	20
3305	14	15	11	12	3	49.15	20
3306	19	19	10	10	9	50.0	20
3307	14	14	8	8	6	50.0	20
3308	16	16	10	10	6	50.0	20
3309	14	14	11	11	3	50.9	20
3310	19	19	13	13	6	74.8	20
3311	10	10	8	8	2	75.45	20
3312	23	23	14	14	9	79.05	20
3313	14	14	10	10	4	80.6	20
3314	13	13	8	8	5	79.05	20
3315	22	22	14	14	8	81.0	20
3316	11	11	8	8	3	80.6	20
3317	9	9	6	6	3	81.0	20
3318	9	9	7	7	2	79.4	20
3319	11	11	8	8	3	77.15	20
3320	13	16	9	9	7	74.95	20
3321	19	19	14	14	5	80.6	20
3322	15	15	13	13	2	81.0	20
3323	17	17	14	14	3	81.0	20
3324	12	12	9	9	3	80.2	20
3325	14	14	13	13	1	80.6	20
3326	10	10	7	7	3	78.65	20
3327	13	13	10	10	3	81.0	20
3328	12	12	8	8	4	80.6	20
3329	19	19	14	14	5	80.6	20
3330	19	19	13	13	6	78.3	20
3331	10	10	7	7	3	75.9	20
3332	10	10	7	7	3	80.6	20
3333	21	21	13	13	8	81.0	20
3334	13	13	11	11	2	77.35	20
3335	19	19	13	13	6	81.0	20
3336	7	7	6	6	1	80.6	20
3337	12	12	9	9	3	79.4	20
3338	17	17	15	15	2	80.0	20
3339	17	17	13	13	4	80.6	20
3340	11	11	6	6	5	81.0	20
3341	16	16	13	13	3	77.9	20
3342	23	23	15	15	8	79.5	20
3343	7	7	5	5	2	80.2	20
3344	16	16	13	13	3	78.65	20
3345	9	9	7	7	2	78.25	20
3346	19	19	16	16	3	81.0	20
3347	21	21	16	16	5	81.0	20
3348	14	14	14	14	0	79.4	20
3349	17	17	13	13	4	79.45	20
3350	12	12	11	11	1	79.9	20
3351	14	14	12	12	2	79.15	20
3352	18	18	16	16	2	79.05	20
3353	11	11	9	9	2	81.0	20
3354	12	12	9	9	3	79.9	20
3355	13	13	13	13	0	81.0	20
3356	11	11	11	11	0	79.8	20
3357	13	13	12	12	1	81.0	20
3358	17	17	12	12	5	79.4	20
3359	15	16	11	12	4	78.3	20
3360	15	15	10	10	5	79.45	20
3361	9	9	8	8	1	80.25	20
3362	18	18	16	16	2	81.0	20
3363	20	20	19	19	1	80.6	20
3364	21	21	14	14	7	76.3	20
3365	19	19	13	13	6	80.2	20
3366	18	18	15	15	3	81.0	20
3367	14	14	11	11	3	76.6	20
3368	12	12	10	10	2	81.0	20
3369	16	16	11	11	5	79.4	20
3370	11	11	9	9	2	81.0	20
3371	14	14	11	11	3	77.15	20
3372	19	19	15	15	4	79.85	20
3373	12	12	12	12	0	80.5	20
3374	13	13	11	11	2	76.5	20
3375	12	12	11	11	1	81.0	20
3376	12	12	8	8	4	80.6	20
3377	15	15	11	11	4	81.0	20
3378	11	11	9	9	2	81.0	20
3379	13	13	13	13	0	81.0	20
3380	13	14	10	11	3	81.0	20
3381	15	15	15	15	0	81.0	20
3382	19	19	14	14	5	77.9	20
3383	26	26	19	19	7	76.55	20
3384	11	11	11	11	0	77.9	20
3385	18	18	15	15	3	81.0	20
3386	14	14	11	11	3	80.2	20
3387	6	6	5	5	1	79.85	20
3388	12	12	8	8	4	79.85	20
3389	20	20	16	16	4	80.6	20
3390	24	24	21	21	3	79.5	20
3391	18	18	15	15	3	79.05	20
3392	16	16	12	12	4	79.4	20
3393	12	12	10	10	2	80.2	20
3394	17	17	15	15	2	81.0	20
3395	16	16	11	11	5	78.65	20
3396	13	13	8	8	5	80.6	20
3397	13	13	9	9	4	79.85	20
3398	13	13	13	13	0	79.45	20
3399	19	19	16	16	3	80.2	20
3400	7	7	5	5	2	78.6	20
3401	21	21	16	16	5	80.6	20
3402	8	8	7	7	1	81.0	20
3403	14	14	10	10	4	80.2	20
3404	11	11	9	9	2	80.6	20
3405	14	14	12	12	2	79.55	20
3406	8	9	6	7	2	79.85	20
3407	16	16	13	13	3	81.0	20
3408	8	8	6	6	2	80.2	20
3409	8	8	6	6	2	81.0	20
3410	15	15	11	11	4	78.6	20
3411	15	15	13	13	2	81.0	20
3412	11	11	8	8	3	80.6	20
3413	17	17	11	11	6	81.0	20
3414	14	14	11	11	3	76.6	20
3415	8	8	7	7	1	80.35	20
3416	16	16	13	13	3	81.0	20
3417	20	20	16	16	4	80.2	20
3418	13	13	13	13	0	80.2	20
3419	10	10	7	7	3	79.0	20
3420	13	13	10	10	3	79.85	20
3421	19	19	17	17	2	80.65	20
3422	15	15	13	13	2	80.2	20
3423	15	15	12	12	3	80.25	20
3424	14	14	12	12	2	81.0	20
3425	15	15	12	12	3	81.0	20
3426	18	18	14	14	4	81.0	20
3427	16	16	13	13	3	80.3	20
3428	17	17	15	15	2	81.05	20
3429	20	20	18	18	2	80.6	20
3430	18	18	3	3	15	76.75	20
3431	14	14	10	10	4	75.2	20
3432	12	12	10	10	2	75.6	20
3433	10	10	7	7	3	74.75	20
3434	13	13	9	9	4	71.0	20
3435	12	12	8	8	4	71.0	20
3436	23	23	17	17	6	69.5	20
3437	10	10	10	10	0	69.8	20
3438	11	11	9	9	2	71.0	20
3439	14	14	11	11	3	70.75	20
3440	18	18	15	15	3	64.25	20
3441	7	7	6	6	1	61.0	20
3442	15	15	7	7	8	50.7	20
3443	19	22	16	17	5	26.6	20
3444	12	12	9	9	3	27.0	20
3445	16	16	13	13	3	26.5	20
3446	22	22	17	17	5	28.95	20
3447	14	14	7	7	7	26.9	20
3448	10	10	7	7	3	27.15	20
3449	18	18	14	14	4	27.5	20
